epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,1307.79,1.85714,2.124,1.96763,0.42441,0.30535,0.26323,0.09798,2.17684,2.06832,2.0662,0.00192872,0.00192872,0.00192872
20,1375.06,1.82994,2.13847,1.96475,0.4289,0.28274,0.27114,0.10148,2.24157,2.15538,2.11402,0.00192476,0.00192476,0.00192476
21,1442.83,1.8378,2.11998,1.94206,0.43016,0.30005,0.28635,0.1039,2.20674,2.1067,2.08296,0.0019208,0.0019208,0.0019208
22,1510.04,1.83173,2.12704,1.94067,0.46641,0.30769,0.30218,0.10603,2.30669,2.1169,2.15828,0.00191684,0.00191684,0.00191684
23,1577.7,1.79331,2.06736,1.90676,0.50296,0.32008,0.30336,0.11673,2.12993,2.08347,2.03865,0.00191288,0.00191288,0.00191288
24,1652.31,1.77849,2.05715,1.91404,0.49931,0.32705,0.31999,0.11781,2.17584,1.99784,2.03556,0.00190892,0.00190892,0.00190892
25,1719.72,1.80049,2.06978,1.90713,0.51961,0.3439,0.34094,0.12897,2.09971,1.96316,1.992,0.00190496,0.00190496,0.00190496
26,1787.91,1.80164,2.00673,1.90575,0.4654,0.32439,0.31101,0.11248,2.18913,2.02936,2.04403,0.001901,0.001901,0.001901
27,1856.08,1.78238,2.09817,1.90396,0.52277,0.34291,0.3357,0.12414,2.09608,1.95144,1.96899,0.00189704,0.00189704,0.00189704
28,1923.95,1.73365,2.04085,1.87948,0.45976,0.31707,0.28776,0.09834,2.24683,2.04891,2.09379,0.00189308,0.00189308,0.00189308
29,1991.71,1.77654,1.97704,1.89365,0.49628,0.34493,0.33186,0.10893,2.23557,1.94015,2.07494,0.00188912,0.00188912,0.00188912
30,2059.22,1.7729,1.99237,1.88944,0.54411,0.34099,0.35796,0.14359,2.03662,1.88122,1.96093,0.00188516,0.00188516,0.00188516
31,2127.13,1.74294,2.02593,1.89795,0.54229,0.3515,0.35356,0.1365,2.138,1.96206,2.01077,0.0018812,0.0018812,0.0018812
32,2194.7,1.75762,1.93062,1.85395,0.51862,0.33856,0.33898,0.12771,2.12629,1.98535,1.98064,0.00187724,0.00187724,0.00187724
33,2262.51,1.74804,1.98736,1.87912,0.52957,0.36201,0.35438,0.1417,2.05073,1.90471,1.96383,0.00187328,0.00187328,0.00187328
34,2330.49,1.71753,1.97096,1.85966,0.52093,0.33866,0.34029,0.13093,2.13389,1.96913,2.02651,0.00186932,0.00186932,0.00186932
35,2398.2,1.72056,1.93951,1.87501,0.53872,0.35582,0.35655,0.14327,2.08342,1.85515,1.96099,0.00186536,0.00186536,0.00186536
36,2466.08,1.74204,1.96948,1.88087,0.59313,0.37092,0.37697,0.1524,2.02528,1.89149,1.91909,0.0018614,0.0018614,0.0018614
37,2534.22,1.75765,1.97467,1.87737,0.55764,0.35882,0.36882,0.1517,2.03507,1.89779,1.9431,0.00185744,0.00185744,0.00185744
38,2601.58,1.72079,1.89481,1.86055,0.54572,0.3637,0.3627,0.13872,2.1344,1.9258,2.02369,0.00185348,0.00185348,0.00185348
39,2669.12,1.72568,1.86956,1.82601,0.49309,0.36116,0.35584,0.14499,2.02668,1.90943,1.95033,0.00184952,0.00184952,0.00184952
40,2736.72,1.70292,1.87411,1.85455,0.54983,0.37251,0.37339,0.14627,2.05867,1.83156,1.9481,0.00184556,0.00184556,0.00184556
41,2804.4,1.69327,1.85377,1.84042,0.55616,0.38368,0.37701,0.14801,2.0745,1.904,1.98825,0.0018416,0.0018416,0.0018416
42,2872.21,1.69269,1.88148,1.81486,0.53186,0.36604,0.36202,0.14907,2.01831,1.78625,1.91207,0.00183764,0.00183764,0.00183764
43,2939.87,1.72799,1.8746,1.85505,0.53507,0.36041,0.36715,0.14266,2.0597,1.80557,1.94359,0.00183368,0.00183368,0.00183368
44,3012.45,1.68969,1.84316,1.81548,0.59763,0.37453,0.37869,0.14507,2.14076,1.84406,1.99359,0.00182972,0.00182972,0.00182972
45,3085.06,1.66438,1.83865,1.81336,0.57266,0.39137,0.40197,0.15788,2.05093,1.79483,1.93092,0.00182576,0.00182576,0.00182576
46,3152.93,1.67192,1.83714,1.81083,0.57938,0.38537,0.38978,0.1555,2.07213,1.79123,1.94743,0.0018218,0.0018218,0.0018218
47,3220.92,1.64895,1.81398,1.78927,0.59061,0.37373,0.39201,0.1625,2.02303,1.76283,1.90744,0.00181784,0.00181784,0.00181784
48,3288.32,1.66501,1.83914,1.8327,0.57181,0.38902,0.3954,0.16154,2.06758,1.76699,1.95807,0.00181388,0.00181388,0.00181388
49,3356,1.67981,1.81876,1.80353,0.59429,0.3803,0.39714,0.16616,2.04957,1.76068,1.93571,0.00180992,0.00180992,0.00180992
50,3423.97,1.6952,1.85829,1.82424,0.572,0.35797,0.37186,0.13161,2.11956,1.82456,2.00356,0.00180596,0.00180596,0.00180596
51,3491.49,1.67731,1.79642,1.80937,0.59145,0.39203,0.40361,0.16708,2.0024,1.75129,1.88866,0.001802,0.001802,0.001802
52,3559.17,1.63196,1.79344,1.79639,0.57209,0.4,0.4055,0.16076,2.07241,1.73627,1.9622,0.00179804,0.00179804,0.00179804
53,3627.07,1.63632,1.78684,1.80044,0.58592,0.38228,0.40178,0.15812,2.01775,1.75555,1.91502,0.00179408,0.00179408,0.00179408
54,3695.08,1.67504,1.75454,1.79957,0.57195,0.37817,0.38895,0.15714,2.04007,1.75639,1.91859,0.00179012,0.00179012,0.00179012
55,3762.86,1.6407,1.81082,1.79849,0.61157,0.39887,0.41272,0.17015,1.98022,1.69829,1.88829,0.00178616,0.00178616,0.00178616
56,3830.68,1.65842,1.82556,1.82747,0.59105,0.39793,0.40518,0.15176,2.12999,1.74232,1.97656,0.0017822,0.0017822,0.0017822
57,3898.49,1.65732,1.82397,1.80457,0.59013,0.41013,0.42007,0.17207,1.9553,1.75432,1.87012,0.00177824,0.00177824,0.00177824
58,3966.63,1.65408,1.75813,1.77992,0.55387,0.3898,0.40183,0.16103,2.07662,1.75531,1.92277,0.00177428,0.00177428,0.00177428
59,4034.55,1.6152,1.75567,1.72045,0.57957,0.39081,0.39847,0.16227,2.06958,1.70972,1.91048,0.00177032,0.00177032,0.00177032
60,4103.02,1.61804,1.71078,1.75777,0.60625,0.39981,0.41965,0.17287,1.99688,1.72181,1.90133,0.00176636,0.00176636,0.00176636
61,4171.02,1.60653,1.7266,1.76269,0.61731,0.40122,0.4194,0.18033,1.9642,1.72556,1.89226,0.0017624,0.0017624,0.0017624
62,4238.7,1.62858,1.74479,1.77284,0.58332,0.394,0.40123,0.14652,2.03968,1.71816,1.88569,0.00175844,0.00175844,0.00175844
63,4306.42,1.60865,1.70657,1.75277,0.60481,0.40225,0.41884,0.1673,2.04885,1.71357,1.91541,0.00175448,0.00175448,0.00175448
64,4374.02,1.659,1.71042,1.78007,0.59642,0.40507,0.41207,0.15598,2.10187,1.74815,1.9531,0.00175052,0.00175052,0.00175052
65,4441.69,1.61242,1.73722,1.78468,0.6019,0.39006,0.41139,0.17575,1.96736,1.69025,1.862,0.00174656,0.00174656,0.00174656
66,4514.49,1.60427,1.74993,1.76342,0.63153,0.41435,0.43386,0.18295,1.91104,1.66965,1.81475,0.0017426,0.0017426,0.0017426
67,4581.79,1.57748,1.70641,1.73506,0.59512,0.41126,0.42253,0.17414,2.01923,1.68432,1.889,0.00173864,0.00173864,0.00173864
68,4649.47,1.60347,1.66137,1.75342,0.61695,0.40947,0.42422,0.17156,2.02454,1.63982,1.87842,0.00173468,0.00173468,0.00173468
69,4717.19,1.59823,1.67376,1.75731,0.61498,0.41238,0.41611,0.16949,2.05664,1.668,1.92659,0.00173072,0.00173072,0.00173072
70,4784.69,1.60811,1.65958,1.75281,0.61437,0.40394,0.42552,0.18159,1.96819,1.66967,1.86511,0.00172676,0.00172676,0.00172676
71,4852.27,1.58393,1.67682,1.75396,0.61617,0.40356,0.42666,0.17704,2.01505,1.66604,1.91957,0.0017228,0.0017228,0.0017228
72,4919.81,1.60734,1.72287,1.7646,0.60972,0.41557,0.42789,0.17116,2.0413,1.67372,1.91915,0.00171884,0.00171884,0.00171884
73,4987.21,1.61218,1.71393,1.76967,0.61263,0.41182,0.4321,0.18658,1.95892,1.64107,1.85901,0.00171488,0.00171488,0.00171488
74,5054.87,1.62299,1.65802,1.76246,0.65042,0.42167,0.4463,0.19232,1.94231,1.61376,1.84571,0.00171092,0.00171092,0.00171092
75,5130.36,1.56975,1.66827,1.73721,0.62212,0.41285,0.41762,0.17582,2.02837,1.64506,1.90253,0.00170696,0.00170696,0.00170696
76,5197.76,1.59816,1.66085,1.77074,0.61784,0.41645,0.43195,0.16637,2.07018,1.66087,1.93998,0.001703,0.001703,0.001703
77,5265.61,1.58911,1.67442,1.74079,0.61591,0.42411,0.43593,0.18529,1.90879,1.63134,1.81278,0.00169904,0.00169904,0.00169904
78,5333.14,1.57715,1.66838,1.74936,0.6286,0.42636,0.43371,0.17605,1.97772,1.62394,1.84367,0.00169508,0.00169508,0.00169508
79,5401.25,1.61104,1.64077,1.73768,0.61652,0.40766,0.42666,0.18152,1.99946,1.63468,1.87819,0.00169112,0.00169112,0.00169112
80,5468.6,1.54278,1.59219,1.72878,0.61408,0.43572,0.44315,0.19031,1.92203,1.57582,1.84001,0.00168716,0.00168716,0.00168716
81,5535.88,1.574,1.6163,1.74795,0.64029,0.4242,0.43795,0.18475,1.98644,1.60965,1.86633,0.0016832,0.0016832,0.0016832
82,5603.37,1.57112,1.61572,1.73018,0.6311,0.42711,0.43846,0.18255,1.93854,1.6061,1.8308,0.00167924,0.00167924,0.00167924
83,5670.99,1.55085,1.63978,1.71155,0.60911,0.4166,0.4208,0.17776,1.90823,1.61152,1.82608,0.00167528,0.00167528,0.00167528
84,5743.06,1.54152,1.58356,1.71557,0.639,0.42073,0.4445,0.19893,1.92264,1.55734,1.80638,0.00167132,0.00167132,0.00167132
85,5817.17,1.5648,1.62381,1.73214,0.62964,0.42955,0.44014,0.18538,1.96797,1.59526,1.86459,0.00166736,0.00166736,0.00166736
86,5884.55,1.55695,1.55422,1.71139,0.6428,0.43902,0.45114,0.19455,1.95435,1.54711,1.82336,0.0016634,0.0016634,0.0016634
87,5952.68,1.56806,1.58773,1.71298,0.64019,0.4258,0.43852,0.18937,1.92983,1.59032,1.84356,0.00165944,0.00165944,0.00165944
88,6020.37,1.52852,1.61876,1.70953,0.65232,0.42557,0.44901,0.19654,1.90044,1.5733,1.79269,0.00165548,0.00165548,0.00165548
89,6087.31,1.54028,1.55658,1.71304,0.64043,0.42158,0.44673,0.18973,2.00296,1.60644,1.87161,0.00165152,0.00165152,0.00165152
90,6155.17,1.55141,1.59099,1.73111,0.64632,0.42486,0.45058,0.19075,1.99046,1.60614,1.87661,0.00164756,0.00164756,0.00164756
91,6222.69,1.57942,1.60732,1.71508,0.65883,0.41989,0.44869,0.19504,1.96149,1.57799,1.84582,0.0016436,0.0016436,0.0016436
92,6290.19,1.55184,1.58315,1.70476,0.65748,0.4288,0.45461,0.19477,1.91926,1.55259,1.80428,0.00163964,0.00163964,0.00163964
93,6357.73,1.54808,1.56949,1.71469,0.65551,0.42955,0.44932,0.18619,2.00888,1.60159,1.88162,0.00163568,0.00163568,0.00163568
94,6425.41,1.56105,1.60355,1.70728,0.65452,0.42842,0.45359,0.19639,1.92731,1.53927,1.82453,0.00163172,0.00163172,0.00163172
95,6493.17,1.54812,1.59021,1.6995,0.66251,0.42786,0.45724,0.19419,1.98987,1.55628,1.86529,0.00162776,0.00162776,0.00162776
96,6560.71,1.51948,1.54581,1.66936,0.65813,0.43405,0.46151,0.19585,1.99305,1.57013,1.85578,0.0016238,0.0016238,0.0016238
97,6628.15,1.53329,1.54445,1.6923,0.63002,0.42946,0.44818,0.1806,2.03301,1.57305,1.90534,0.00161984,0.00161984,0.00161984
98,6696.13,1.52631,1.56198,1.70039,0.64988,0.43039,0.45523,0.17885,2.02302,1.56186,1.86903,0.00161588,0.00161588,0.00161588
99,6763.9,1.53498,1.54687,1.69145,0.6721,0.42379,0.45327,0.1915,2.0166,1.59434,1.88765,0.00161192,0.00161192,0.00161192
100,6831.36,1.52545,1.68763,1.67497,0.66398,0.43377,0.45129,0.197,1.94166,1.58502,1.82986,0.00160796,0.00160796,0.00160796
101,6899.04,1.52039,1.57111,1.69852,0.62485,0.43246,0.445,0.18664,1.95309,1.56689,1.83386,0.001604,0.001604,0.001604
102,6966.22,1.52293,1.56235,1.6963,0.64484,0.43274,0.45161,0.19036,1.9425,1.57988,1.83918,0.00160004,0.00160004,0.00160004
103,7033.91,1.54723,1.54277,1.69328,0.62533,0.43255,0.44385,0.18065,2.02099,1.60126,1.90471,0.00159608,0.00159608,0.00159608
104,7106.57,1.52912,1.57029,1.70807,0.66327,0.43571,0.46424,0.19723,1.91461,1.54332,1.7969,0.00159212,0.00159212,0.00159212
105,7174.24,1.52824,1.59038,1.69549,0.66,0.43696,0.4656,0.19848,1.92488,1.53996,1.82485,0.00158816,0.00158816,0.00158816
106,7242.24,1.49555,1.4993,1.67314,0.64071,0.43715,0.45283,0.19165,1.95515,1.53591,1.8441,0.0015842,0.0015842,0.0015842
107,7310.04,1.50564,1.52111,1.67701,0.66575,0.43779,0.46118,0.20079,1.9239,1.52272,1.79981,0.00158024,0.00158024,0.00158024
108,7377.74,1.50892,1.49588,1.67861,0.66596,0.43396,0.45922,0.20559,1.89011,1.52128,1.8162,0.00157628,0.00157628,0.00157628
109,7445.4,1.51132,1.53738,1.69304,0.66509,0.42486,0.44941,0.2081,1.89391,1.5516,1.82294,0.00157232,0.00157232,0.00157232
110,7513.02,1.50513,1.55612,1.68782,0.65404,0.45,0.47091,0.20543,1.92056,1.50677,1.81419,0.00156836,0.00156836,0.00156836
111,7580.93,1.49696,1.47392,1.66434,0.67808,0.43837,0.47021,0.21141,1.86037,1.49862,1.77203,0.0015644,0.0015644,0.0015644
112,7648.28,1.48877,1.46703,1.65073,0.66019,0.43796,0.46741,0.20526,1.90727,1.49821,1.79496,0.00156044,0.00156044,0.00156044
113,7715.65,1.49633,1.51697,1.68649,0.65656,0.44428,0.46633,0.211,1.89675,1.49116,1.78156,0.00155648,0.00155648,0.00155648
114,7783.38,1.49648,1.50973,1.67747,0.6784,0.43415,0.45981,0.19299,1.99167,1.53771,1.87003,0.00155252,0.00155252,0.00155252
115,7850.73,1.5164,1.47725,1.6652,0.64546,0.43471,0.46367,0.21187,1.8822,1.51804,1.80557,0.00154856,0.00154856,0.00154856
116,7918.52,1.48163,1.49736,1.65397,0.68074,0.44205,0.4784,0.21173,1.9105,1.48252,1.79588,0.0015446,0.0015446,0.0015446
117,7986.16,1.5045,1.47177,1.66626,0.65953,0.42992,0.45778,0.18532,2.03491,1.52591,1.89185,0.00154064,0.00154064,0.00154064
118,8053.59,1.49192,1.47952,1.65545,0.65156,0.43416,0.46148,0.20678,1.86778,1.55417,1.77857,0.00153668,0.00153668,0.00153668
119,8121.34,1.47944,1.48608,1.65521,0.65747,0.42552,0.45982,0.19637,1.90781,1.51021,1.78966,0.00153272,0.00153272,0.00153272
120,8189.11,1.44283,1.43458,1.63819,0.65849,0.44174,0.4721,0.20514,1.92001,1.49586,1.82416,0.00152876,0.00152876,0.00152876
121,8256.76,1.47495,1.44867,1.64189,0.66059,0.43436,0.46031,0.19709,1.94115,1.51924,1.84473,0.0015248,0.0015248,0.0015248
122,8332.11,1.44834,1.4422,1.63894,0.66777,0.43932,0.4702,0.20724,1.92838,1.51272,1.81113,0.00152084,0.00152084,0.00152084
123,8399.84,1.47927,1.48008,1.66844,0.6487,0.444,0.46906,0.20669,1.89585,1.48221,1.78514,0.00151688,0.00151688,0.00151688
124,8473.75,1.47303,1.48858,1.66139,0.66827,0.43912,0.46082,0.20431,1.94014,1.47841,1.83303,0.00151292,0.00151292,0.00151292
125,8541.56,1.48869,1.41833,1.64318,0.67979,0.4469,0.4778,0.20767,1.94478,1.48119,1.83651,0.00150896,0.00150896,0.00150896
126,8609.62,1.44145,1.42846,1.6263,0.66123,0.43574,0.46241,0.20451,1.90643,1.50094,1.80821,0.001505,0.001505,0.001505
127,8676.82,1.46453,1.42463,1.65882,0.64758,0.44719,0.46341,0.20401,1.90498,1.4817,1.8118,0.00150104,0.00150104,0.00150104
128,8745.22,1.50124,1.43556,1.66846,0.68224,0.43856,0.47789,0.20763,1.94039,1.47291,1.82081,0.00149708,0.00149708,0.00149708
129,8812,1.48803,1.48555,1.64846,0.67375,0.44953,0.48471,0.22073,1.83541,1.46764,1.75869,0.00149312,0.00149312,0.00149312
130,8879.42,1.46024,1.44268,1.65055,0.67294,0.44915,0.48104,0.2104,1.94667,1.48504,1.82138,0.00148916,0.00148916,0.00148916
131,8951.49,1.50262,1.44882,1.65942,0.67767,0.44494,0.47602,0.21427,1.88222,1.45307,1.77504,0.0014852,0.0014852,0.0014852
132,9018.56,1.42869,1.38713,1.60524,0.681,0.453,0.48881,0.22235,1.86404,1.45488,1.78936,0.00148124,0.00148124,0.00148124
133,9085.9,1.48384,1.45418,1.64353,0.68747,0.44593,0.47806,0.21098,1.88175,1.45999,1.78803,0.00147728,0.00147728,0.00147728
134,9152.74,1.41019,1.40079,1.61868,0.69214,0.44428,0.47763,0.21288,1.90839,1.45231,1.79897,0.00147332,0.00147332,0.00147332
135,9219.85,1.44738,1.41046,1.60952,0.68808,0.44657,0.48148,0.21597,1.88281,1.43778,1.77755,0.00146936,0.00146936,0.00146936
136,9286.57,1.45202,1.45184,1.63334,0.68766,0.43996,0.47521,0.20835,1.95535,1.46504,1.82994,0.0014654,0.0014654,0.0014654
137,9353.52,1.43595,1.42671,1.62468,0.68062,0.43641,0.47023,0.20544,1.94916,1.49567,1.81913,0.00146144,0.00146144,0.00146144
138,9420.37,1.42687,1.38923,1.60895,0.68051,0.447,0.47328,0.20878,1.86851,1.42888,1.76985,0.00145748,0.00145748,0.00145748
139,9487.14,1.47926,1.3844,1.62896,0.69341,0.45849,0.48477,0.20715,1.90192,1.45224,1.79685,0.00145352,0.00145352,0.00145352
140,9553.98,1.45434,1.45803,1.63932,0.69227,0.45131,0.48441,0.20839,1.92714,1.41325,1.81801,0.00144956,0.00144956,0.00144956
141,9620.55,1.43146,1.39399,1.64291,0.67641,0.45038,0.48462,0.2188,1.88144,1.44236,1.77987,0.0014456,0.0014456,0.0014456
142,9687.28,1.42852,1.38149,1.61252,0.68424,0.4425,0.47286,0.21615,1.85438,1.44714,1.75497,0.00144164,0.00144164,0.00144164
143,9754.02,1.44111,1.40782,1.62299,0.69471,0.44488,0.47214,0.2093,1.93245,1.47293,1.82146,0.00143768,0.00143768,0.00143768
144,9820.94,1.43475,1.37761,1.62399,0.69108,0.44081,0.47615,0.20897,1.94384,1.45445,1.83688,0.00143372,0.00143372,0.00143372
145,9887.44,1.45172,1.39669,1.64216,0.70072,0.44672,0.48285,0.21795,1.87654,1.47533,1.77425,0.00142976,0.00142976,0.00142976
146,9954.71,1.43194,1.38931,1.61215,0.68726,0.44353,0.47405,0.21558,1.89289,1.46631,1.80907,0.0014258,0.0014258,0.0014258
147,10021.3,1.42834,1.41297,1.62589,0.68592,0.45122,0.48651,0.217,1.8784,1.4473,1.77892,0.00142184,0.00142184,0.00142184
148,10088.5,1.4146,1.38495,1.61061,0.67349,0.4464,0.47776,0.21201,1.92339,1.45257,1.81462,0.00141788,0.00141788,0.00141788
149,10155.3,1.43209,1.43594,1.62514,0.68027,0.44787,0.47901,0.2178,1.84283,1.4404,1.76088,0.00141392,0.00141392,0.00141392
150,10221.6,1.43827,1.38859,1.61246,0.69152,0.44268,0.48644,0.22321,1.9038,1.47824,1.80412,0.00140996,0.00140996,0.00140996
151,10288.6,1.41322,1.35169,1.60965,0.68107,0.44775,0.47793,0.2198,1.86813,1.45275,1.76216,0.001406,0.001406,0.001406
152,10356.9,1.41291,1.33991,1.59832,0.66644,0.43884,0.47057,0.22317,1.81283,1.47402,1.73931,0.00140204,0.00140204,0.00140204
153,10424.7,1.41359,1.36392,1.62023,0.68509,0.45713,0.49013,0.22638,1.8353,1.4258,1.75634,0.00139808,0.00139808,0.00139808
154,10492.5,1.39994,1.37206,1.61221,0.67591,0.45113,0.47879,0.21041,1.87474,1.44651,1.78424,0.00139412,0.00139412,0.00139412
155,10560.4,1.43547,1.38178,1.63471,0.70136,0.46023,0.49221,0.22219,1.88414,1.41997,1.78276,0.00139016,0.00139016,0.00139016
156,10627.7,1.4187,1.36231,1.62795,0.69176,0.45056,0.48865,0.22658,1.81615,1.38982,1.75267,0.0013862,0.0013862,0.0013862
157,10694.8,1.39447,1.36399,1.6126,0.69273,0.45582,0.48846,0.22683,1.80535,1.42086,1.74356,0.00138224,0.00138224,0.00138224
158,10761.7,1.40838,1.32215,1.58864,0.69078,0.45119,0.49273,0.2253,1.85704,1.41143,1.75349,0.00137828,0.00137828,0.00137828
159,10830,1.41508,1.4168,1.6288,0.68772,0.44587,0.48855,0.22621,1.81513,1.41102,1.73909,0.00137432,0.00137432,0.00137432
160,10897.2,1.42509,1.35572,1.6086,0.70572,0.45666,0.49555,0.23532,1.82138,1.41344,1.74412,0.00137036,0.00137036,0.00137036
161,10964.9,1.41288,1.309,1.58924,0.69316,0.46295,0.49699,0.22126,1.88965,1.41015,1.77362,0.0013664,0.0013664,0.0013664
162,11032.2,1.41405,1.34444,1.61238,0.70237,0.45422,0.49878,0.23673,1.77533,1.43014,1.70812,0.00136244,0.00136244,0.00136244
163,11098.9,1.4079,1.33196,1.60541,0.69593,0.46163,0.49383,0.22812,1.82851,1.40983,1.74948,0.00135848,0.00135848,0.00135848
164,11165.5,1.37163,1.33462,1.57259,0.69756,0.45328,0.49314,0.22088,1.87684,1.44151,1.78049,0.00135452,0.00135452,0.00135452
165,11232.4,1.39664,1.34624,1.61568,0.68487,0.45362,0.48888,0.21996,1.80704,1.41376,1.7157,0.00135056,0.00135056,0.00135056
166,11298.9,1.38801,1.323,1.57639,0.70226,0.46132,0.49657,0.23253,1.79807,1.40986,1.71842,0.0013466,0.0013466,0.0013466
167,11365.8,1.43287,1.34287,1.61971,0.67141,0.46773,0.50069,0.22748,1.82555,1.43087,1.75657,0.00134264,0.00134264,0.00134264
168,11433,1.37908,1.33707,1.58759,0.69375,0.45685,0.49181,0.23092,1.83032,1.40401,1.7474,0.00133868,0.00133868,0.00133868
169,11499.6,1.38244,1.33446,1.59393,0.67389,0.46473,0.49175,0.23675,1.76086,1.3862,1.70331,0.00133472,0.00133472,0.00133472
170,11566.5,1.37184,1.30535,1.56983,0.69767,0.46304,0.50369,0.23869,1.83437,1.39939,1.75405,0.00133076,0.00133076,0.00133076
171,11633.7,1.39446,1.33156,1.59783,0.69937,0.46313,0.50128,0.2363,1.83376,1.38314,1.76401,0.0013268,0.0013268,0.0013268
172,11701,1.39043,1.31303,1.59512,0.66026,0.45723,0.48035,0.21476,1.85667,1.4293,1.76389,0.00132284,0.00132284,0.00132284
173,11768,1.3994,1.30086,1.58177,0.69149,0.44869,0.49647,0.23393,1.8028,1.42965,1.72478,0.00131888,0.00131888,0.00131888
174,11834.6,1.36175,1.30243,1.58256,0.67847,0.46257,0.49093,0.22589,1.82871,1.39301,1.74245,0.00131492,0.00131492,0.00131492
175,11901.6,1.38038,1.34195,1.58884,0.68117,0.4546,0.48841,0.22893,1.84991,1.42189,1.76925,0.00131096,0.00131096,0.00131096
176,11968.5,1.37021,1.28603,1.58346,0.6825,0.4634,0.48668,0.22204,1.85544,1.39132,1.75392,0.001307,0.001307,0.001307
177,12035.1,1.36478,1.26776,1.56056,0.68557,0.45113,0.49431,0.2359,1.78861,1.3868,1.71552,0.00130304,0.00130304,0.00130304
178,12102.5,1.38773,1.27548,1.58345,0.70592,0.45722,0.49605,0.24024,1.78243,1.36067,1.71694,0.00129908,0.00129908,0.00129908
179,12169.5,1.34675,1.24984,1.57254,0.69508,0.47409,0.5081,0.2413,1.77741,1.33782,1.70068,0.00129512,0.00129512,0.00129512
180,12236.4,1.40317,1.28822,1.58982,0.68695,0.45291,0.4925,0.23021,1.8652,1.37606,1.75782,0.00129116,0.00129116,0.00129116
181,12303.4,1.36069,1.27515,1.56862,0.70963,0.46576,0.5019,0.23186,1.83419,1.36577,1.74945,0.0012872,0.0012872,0.0012872
182,12370.1,1.38116,1.30965,1.60917,0.68322,0.47402,0.50306,0.2426,1.78372,1.35201,1.73384,0.00128324,0.00128324,0.00128324
183,12436.8,1.34948,1.28884,1.55916,0.68337,0.46789,0.50447,0.23648,1.81009,1.37009,1.74123,0.00127928,0.00127928,0.00127928
184,12503.9,1.36019,1.26353,1.5812,0.70088,0.46154,0.50412,0.23389,1.83875,1.38132,1.76576,0.00127532,0.00127532,0.00127532
