epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
80,319.275,1.02051,0.64602,1.10399,0.9264,0.8923,0.94431,0.72304,0.97811,0.48262,0.97459,8.79767e-05,8.79767e-05,8.79767e-05
81,323.143,1.00931,0.60621,1.09402,0.92762,0.89243,0.94368,0.72662,0.94789,0.47712,0.96505,8.7584e-05,8.7584e-05,8.7584e-05
82,327.024,1.00832,0.62023,1.10476,0.92453,0.8948,0.94463,0.73071,0.94137,0.47205,0.95955,8.71913e-05,8.71913e-05,8.71913e-05
83,330.888,0.98561,0.61922,1.10721,0.93503,0.89096,0.94484,0.72181,0.97435,0.4741,0.96635,8.67986e-05,8.67986e-05,8.67986e-05
84,334.807,0.99068,0.61157,1.08198,0.92941,0.89177,0.94468,0.71992,0.97199,0.47551,0.96232,8.64059e-05,8.64059e-05,8.64059e-05
85,338.755,0.98905,0.61013,1.09746,0.92761,0.88914,0.94285,0.72527,0.95319,0.47584,0.9529,8.60132e-05,8.60132e-05,8.60132e-05
86,342.916,0.9683,0.59095,1.08223,0.93823,0.87734,0.94143,0.72998,0.94186,0.48123,0.94801,8.56205e-05,8.56205e-05,8.56205e-05
87,347.568,0.96596,0.59723,1.09624,0.92428,0.88582,0.94312,0.732,0.93332,0.48038,0.94485,8.52278e-05,8.52278e-05,8.52278e-05
88,351.929,0.98852,0.61692,1.10023,0.91955,0.8845,0.94113,0.73151,0.93711,0.47744,0.94616,8.48351e-05,8.48351e-05,8.48351e-05
89,356.254,0.98155,0.61259,1.09368,0.9214,0.87886,0.94224,0.73038,0.95073,0.47316,0.95108,8.44424e-05,8.44424e-05,8.44424e-05
90,360.567,1.01109,0.63479,1.1014,0.90934,0.89094,0.94629,0.72457,0.98816,0.47488,0.96407,8.40497e-05,8.40497e-05,8.40497e-05
91,364.843,0.97584,0.61268,1.08886,0.92668,0.88613,0.94682,0.72088,0.99839,0.47224,0.97177,8.3657e-05,8.3657e-05,8.3657e-05
92,369.213,0.96504,0.61272,1.10092,0.92666,0.88778,0.94521,0.73454,0.94714,0.46685,0.95651,8.32643e-05,8.32643e-05,8.32643e-05
93,373.513,0.98464,0.6094,1.09429,0.92967,0.8846,0.94402,0.74903,0.89492,0.46078,0.94231,8.28716e-05,8.28716e-05,8.28716e-05
94,377.896,0.94712,0.58381,1.07559,0.94557,0.88055,0.94443,0.75023,0.89033,0.45966,0.94114,8.24789e-05,8.24789e-05,8.24789e-05
95,382.324,0.92447,0.58137,1.07919,0.94599,0.88388,0.94585,0.74172,0.90927,0.46135,0.94528,8.20862e-05,8.20862e-05,8.20862e-05
96,386.674,0.99615,0.63268,1.09489,0.94113,0.88404,0.94718,0.73882,0.92862,0.45958,0.95291,8.16935e-05,8.16935e-05,8.16935e-05
97,391.262,0.98299,0.60817,1.1188,0.93474,0.88289,0.94524,0.7305,0.96426,0.46013,0.96353,8.13008e-05,8.13008e-05,8.13008e-05
98,395.482,0.96041,0.61682,1.07932,0.94452,0.87484,0.94858,0.72861,0.97033,0.46429,0.96717,8.09081e-05,8.09081e-05,8.09081e-05
99,399.301,0.96492,0.58397,1.06074,0.93862,0.87993,0.9509,0.7353,0.92428,0.45896,0.95396,8.05154e-05,8.05154e-05,8.05154e-05
100,403.143,0.99051,0.63007,1.11005,0.9372,0.89081,0.95194,0.73701,0.91225,0.46094,0.94878,8.01227e-05,8.01227e-05,8.01227e-05
101,406.974,0.93931,0.57001,1.06854,0.94035,0.89102,0.9528,0.73765,0.91627,0.46943,0.94759,7.973e-05,7.973e-05,7.973e-05
102,410.783,0.9506,0.57395,1.07127,0.9389,0.89322,0.95464,0.73558,0.9197,0.46633,0.94537,7.93373e-05,7.93373e-05,7.93373e-05
103,414.608,0.96687,0.61706,1.09586,0.92765,0.89549,0.95268,0.74187,0.89857,0.45582,0.93954,7.89446e-05,7.89446e-05,7.89446e-05
104,418.466,0.92944,0.5809,1.05989,0.91777,0.89742,0.9516,0.75196,0.86076,0.44338,0.93087,7.85519e-05,7.85519e-05,7.85519e-05
105,422.349,0.98761,0.61472,1.09625,0.92048,0.89478,0.95154,0.75704,0.83539,0.43939,0.92411,7.81592e-05,7.81592e-05,7.81592e-05
106,426.225,0.96756,0.60231,1.06788,0.92446,0.89821,0.95312,0.74099,0.87505,0.44554,0.93245,7.77665e-05,7.77665e-05,7.77665e-05
107,430.059,0.96684,0.59204,1.05361,0.9214,0.90756,0.95044,0.72704,0.9318,0.45993,0.95013,7.73738e-05,7.73738e-05,7.73738e-05
108,434.03,0.99367,0.58917,1.08709,0.93474,0.90225,0.94956,0.72669,0.94569,0.46437,0.95603,7.69811e-05,7.69811e-05,7.69811e-05
109,437.848,0.97062,0.5923,1.07809,0.93983,0.90236,0.95049,0.73927,0.90063,0.45033,0.94425,7.65884e-05,7.65884e-05,7.65884e-05
110,441.674,0.96658,0.58834,1.07105,0.93737,0.90289,0.95242,0.75215,0.86042,0.43961,0.93369,7.61957e-05,7.61957e-05,7.61957e-05
111,445.481,0.98785,0.58716,1.06731,0.93032,0.90886,0.95469,0.7587,0.85264,0.43422,0.92939,7.5803e-05,7.5803e-05,7.5803e-05
112,449.325,0.9384,0.56944,1.05337,0.92677,0.91198,0.95392,0.75396,0.86946,0.43881,0.93378,7.54103e-05,7.54103e-05,7.54103e-05
113,453.149,0.92981,0.59352,1.06702,0.93133,0.90551,0.95452,0.74705,0.87981,0.44136,0.93549,7.50176e-05,7.50176e-05,7.50176e-05
114,457.014,0.9799,0.59074,1.07002,0.9389,0.89318,0.95055,0.74536,0.87446,0.44274,0.935,7.46249e-05,7.46249e-05,7.46249e-05
115,461.023,0.93642,0.60362,1.10747,0.93608,0.8949,0.9506,0.74195,0.87359,0.44278,0.93734,7.42322e-05,7.42322e-05,7.42322e-05
116,464.861,0.96176,0.60326,1.07113,0.94814,0.89509,0.9518,0.74102,0.8701,0.44528,0.93775,7.38395e-05,7.38395e-05,7.38395e-05
117,468.733,0.91972,0.56277,1.05553,0.93883,0.89547,0.94957,0.74598,0.87076,0.44516,0.9366,7.34468e-05,7.34468e-05,7.34468e-05
118,472.578,0.92278,0.5624,1.06249,0.94148,0.90006,0.95173,0.74995,0.86237,0.44199,0.93232,7.30541e-05,7.30541e-05,7.30541e-05
119,476.412,0.91291,0.5666,1.04231,0.93996,0.90019,0.95199,0.75425,0.83878,0.43439,0.92455,7.26614e-05,7.26614e-05,7.26614e-05
120,480.25,0.94357,0.58607,1.08335,0.93662,0.90294,0.95249,0.75723,0.83288,0.43188,0.92169,7.22687e-05,7.22687e-05,7.22687e-05
121,484.096,0.93428,0.5652,1.07475,0.93113,0.90815,0.95561,0.75109,0.85824,0.43597,0.92924,7.1876e-05,7.1876e-05,7.1876e-05
122,487.938,0.96462,0.57882,1.07319,0.93133,0.90969,0.95635,0.73851,0.90131,0.44247,0.94344,7.14833e-05,7.14833e-05,7.14833e-05
123,491.803,0.96423,0.5771,1.05933,0.93716,0.9054,0.95577,0.7317,0.93665,0.44982,0.95447,7.10906e-05,7.10906e-05,7.10906e-05
124,495.642,0.92654,0.5874,1.08087,0.94276,0.90252,0.95636,0.73331,0.92623,0.44864,0.95063,7.06979e-05,7.06979e-05,7.06979e-05
125,499.647,0.93135,0.55418,1.06202,0.94139,0.90495,0.95716,0.7446,0.87953,0.44037,0.93566,7.03052e-05,7.03052e-05,7.03052e-05
126,503.487,0.91267,0.5684,1.08868,0.93713,0.9063,0.95755,0.75609,0.83043,0.43086,0.92163,6.99125e-05,6.99125e-05,6.99125e-05
127,507.317,0.89,0.53853,1.04448,0.9324,0.90706,0.9576,0.7632,0.8151,0.42534,0.91735,6.95198e-05,6.95198e-05,6.95198e-05
128,511.174,0.92935,0.57034,1.06851,0.93415,0.90455,0.95781,0.76274,0.81826,0.42473,0.91767,6.91271e-05,6.91271e-05,6.91271e-05
129,515.026,0.92215,0.54102,1.04419,0.9379,0.904,0.95827,0.76232,0.82235,0.42448,0.91612,6.87344e-05,6.87344e-05,6.87344e-05
130,518.845,0.90628,0.54841,1.05793,0.93755,0.90117,0.95672,0.76055,0.82026,0.42436,0.91386,6.83417e-05,6.83417e-05,6.83417e-05
131,522.694,0.91241,0.56949,1.04932,0.93331,0.90453,0.95782,0.76151,0.82094,0.4241,0.91386,6.7949e-05,6.7949e-05,6.7949e-05
132,526.526,0.93737,0.55362,1.06293,0.94241,0.9002,0.9578,0.76034,0.84039,0.42787,0.91752,6.75563e-05,6.75563e-05,6.75563e-05
133,530.342,0.9192,0.58227,1.07092,0.93993,0.90053,0.95706,0.74827,0.89248,0.43823,0.92929,6.71636e-05,6.71636e-05,6.71636e-05
134,534.166,0.89258,0.54163,1.04104,0.93762,0.89662,0.95581,0.74248,0.92401,0.44171,0.93832,6.67709e-05,6.67709e-05,6.67709e-05
135,537.987,0.9362,0.57782,1.05795,0.9403,0.89212,0.95594,0.74377,0.89079,0.43376,0.93138,6.63782e-05,6.63782e-05,6.63782e-05
136,541.947,0.90142,0.54467,1.05751,0.94227,0.89213,0.95811,0.76257,0.82181,0.42453,0.91453,6.59855e-05,6.59855e-05,6.59855e-05
137,545.779,0.92385,0.55264,1.06194,0.94669,0.8934,0.95617,0.76991,0.7878,0.41919,0.90615,6.55928e-05,6.55928e-05,6.55928e-05
138,549.633,0.92055,0.5625,1.05759,0.93623,0.90736,0.95546,0.76312,0.80005,0.41782,0.9101,6.52001e-05,6.52001e-05,6.52001e-05
139,553.456,0.91248,0.54961,1.06096,0.94948,0.90129,0.95565,0.75613,0.82375,0.42158,0.91751,6.48074e-05,6.48074e-05,6.48074e-05
140,557.301,0.92801,0.55983,1.05821,0.94912,0.90356,0.95598,0.75966,0.82426,0.41944,0.91595,6.44147e-05,6.44147e-05,6.44147e-05
141,561.163,0.94963,0.56305,1.04795,0.94493,0.90207,0.95646,0.75927,0.82317,0.41794,0.91285,6.4022e-05,6.4022e-05,6.4022e-05
142,565.002,0.87765,0.52962,1.03669,0.94394,0.90222,0.95683,0.75831,0.82343,0.41789,0.91282,6.36293e-05,6.36293e-05,6.36293e-05
143,569.085,0.86916,0.51479,1.05869,0.94407,0.8988,0.95439,0.76049,0.80909,0.41778,0.91027,6.32366e-05,6.32366e-05,6.32366e-05
144,572.919,0.88927,0.54853,1.05976,0.94093,0.90096,0.95577,0.75732,0.81404,0.41887,0.91274,6.28439e-05,6.28439e-05,6.28439e-05
145,576.765,0.89683,0.54004,1.05227,0.94088,0.90889,0.95849,0.76098,0.81257,0.41771,0.91162,6.24512e-05,6.24512e-05,6.24512e-05
146,580.603,0.91459,0.5556,1.06565,0.9341,0.9097,0.95985,0.76199,0.80861,0.41575,0.90913,6.20585e-05,6.20585e-05,6.20585e-05
147,584.443,0.90721,0.55292,1.06505,0.93294,0.91011,0.95933,0.76444,0.80944,0.417,0.90859,6.16658e-05,6.16658e-05,6.16658e-05
148,588.276,0.88974,0.563,1.04655,0.93848,0.90735,0.95941,0.76799,0.79669,0.41494,0.90603,6.12731e-05,6.12731e-05,6.12731e-05
149,592.149,0.87736,0.54262,1.05546,0.93863,0.90175,0.9597,0.77423,0.77599,0.41193,0.90176,6.08804e-05,6.08804e-05,6.08804e-05
150,595.994,0.87884,0.53844,1.03882,0.93983,0.90386,0.95984,0.77549,0.77699,0.41274,0.90281,6.04877e-05,6.04877e-05,6.04877e-05
151,599.852,0.90616,0.5372,1.05997,0.94089,0.90526,0.95634,0.77331,0.78586,0.41283,0.90258,6.0095e-05,6.0095e-05,6.0095e-05
152,603.687,0.927,0.5539,1.03714,0.9321,0.90994,0.9586,0.77204,0.79559,0.41254,0.90171,5.97023e-05,5.97023e-05,5.97023e-05
153,607.658,0.89519,0.54384,1.06285,0.92737,0.91262,0.96054,0.77065,0.80827,0.41453,0.9045,5.93096e-05,5.93096e-05,5.93096e-05
154,611.463,0.8903,0.54523,1.04589,0.92853,0.91374,0.96069,0.77353,0.79981,0.41377,0.90531,5.89169e-05,5.89169e-05,5.89169e-05
155,615.283,0.88227,0.52564,1.03662,0.93509,0.91099,0.96159,0.77965,0.77767,0.41002,0.90154,5.85242e-05,5.85242e-05,5.85242e-05
156,619.133,0.87441,0.51988,1.05596,0.93485,0.9109,0.96187,0.77602,0.7779,0.41154,0.90411,5.81315e-05,5.81315e-05,5.81315e-05
157,622.94,0.89979,0.53257,1.03856,0.93594,0.90961,0.95874,0.76986,0.79973,0.41619,0.91022,5.77388e-05,5.77388e-05,5.77388e-05
158,626.745,0.91045,0.54822,1.03761,0.93211,0.90958,0.95747,0.7758,0.79381,0.41242,0.9073,5.73461e-05,5.73461e-05,5.73461e-05
159,630.583,0.87911,0.52997,1.03953,0.93572,0.90611,0.95764,0.77922,0.78512,0.41073,0.90145,5.69534e-05,5.69534e-05,5.69534e-05
160,634.384,0.90818,0.53652,1.05662,0.93513,0.91023,0.95973,0.78982,0.76108,0.40487,0.89241,5.65607e-05,5.65607e-05,5.65607e-05
161,638.198,0.84058,0.50791,1.03746,0.9225,0.91663,0.95936,0.79331,0.7471,0.40332,0.88669,5.6168e-05,5.6168e-05,5.6168e-05
162,642.058,0.86317,0.5303,1.04161,0.92684,0.9148,0.96197,0.78893,0.75447,0.40192,0.88843,5.57753e-05,5.57753e-05,5.57753e-05
163,645.868,0.85454,0.53066,1.03392,0.91969,0.92304,0.9602,0.78567,0.77544,0.4041,0.89565,5.53826e-05,5.53826e-05,5.53826e-05
164,649.833,0.87007,0.52466,1.05459,0.92097,0.92528,0.95996,0.78369,0.7861,0.40508,0.90031,5.49899e-05,5.49899e-05,5.49899e-05
165,653.645,0.89436,0.52612,1.03909,0.92354,0.9177,0.95721,0.78631,0.76429,0.39894,0.89495,5.45972e-05,5.45972e-05,5.45972e-05
166,657.456,0.8665,0.53204,1.03658,0.92472,0.91487,0.95749,0.78704,0.74672,0.39584,0.88846,5.42045e-05,5.42045e-05,5.42045e-05
167,661.289,0.88798,0.52644,1.05642,0.93218,0.91568,0.9594,0.79259,0.73344,0.39442,0.88361,5.38118e-05,5.38118e-05,5.38118e-05
168,665.12,0.85813,0.5229,1.02356,0.92828,0.92341,0.96013,0.79211,0.74271,0.39568,0.88436,5.34191e-05,5.34191e-05,5.34191e-05
169,668.944,0.8945,0.53364,1.04609,0.92871,0.92182,0.96013,0.78582,0.75377,0.39973,0.88812,5.30264e-05,5.30264e-05,5.30264e-05
170,672.766,0.88211,0.5494,1.03663,0.93025,0.92322,0.96224,0.78961,0.75421,0.39908,0.88909,5.26337e-05,5.26337e-05,5.26337e-05
171,676.607,0.86727,0.51473,1.03323,0.92527,0.92366,0.96254,0.79601,0.7316,0.39578,0.88561,5.2241e-05,5.2241e-05,5.2241e-05
172,680.437,0.88099,0.54026,1.03321,0.92912,0.91939,0.96262,0.79805,0.71916,0.39146,0.88233,5.18483e-05,5.18483e-05,5.18483e-05
173,684.297,0.86647,0.51704,1.04537,0.9268,0.9298,0.96039,0.79558,0.73461,0.3922,0.88386,5.14556e-05,5.14556e-05,5.14556e-05
174,688.119,0.85154,0.51304,1.0231,0.92221,0.92672,0.96023,0.78356,0.77372,0.39938,0.89121,5.10629e-05,5.10629e-05,5.10629e-05
175,692.115,0.89128,0.53448,1.03167,0.92835,0.92661,0.96016,0.77711,0.81408,0.40538,0.9018,5.06702e-05,5.06702e-05,5.06702e-05
