epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
176,695.908,0.86993,0.53276,1.05157,0.93169,0.91573,0.95962,0.77404,0.81642,0.40646,0.90385,5.02775e-05,5.02775e-05,5.02775e-05
177,699.756,0.8672,0.52921,1.04129,0.93217,0.91694,0.95993,0.77892,0.79918,0.40435,0.90172,4.98848e-05,4.98848e-05,4.98848e-05
178,703.601,0.86511,0.53172,1.03454,0.94663,0.90809,0.95863,0.78422,0.78466,0.40102,0.89906,4.94921e-05,4.94921e-05,4.94921e-05
179,707.426,0.85317,0.51476,1.04588,0.95011,0.90881,0.95975,0.78646,0.78199,0.39991,0.899,4.90994e-05,4.90994e-05,4.90994e-05
180,711.247,0.85799,0.52249,1.01885,0.94625,0.91183,0.96187,0.78149,0.78814,0.40008,0.90178,4.87067e-05,4.87067e-05,4.87067e-05
181,715.075,0.87787,0.5274,1.04991,0.94866,0.91004,0.96111,0.77929,0.79328,0.4006,0.90392,4.8314e-05,4.8314e-05,4.8314e-05
182,718.902,0.86617,0.52001,1.04653,0.9479,0.91121,0.96462,0.77461,0.80702,0.40276,0.90609,4.79213e-05,4.79213e-05,4.79213e-05
183,722.92,0.86312,0.51123,1.00915,0.94653,0.91421,0.96277,0.7794,0.79024,0.39671,0.89754,4.75286e-05,4.75286e-05,4.75286e-05
184,726.756,0.89153,0.52629,1.04429,0.94876,0.91334,0.96263,0.7853,0.76693,0.39105,0.88882,4.71359e-05,4.71359e-05,4.71359e-05
185,730.605,0.86828,0.5146,1.03168,0.95353,0.91,0.96028,0.78735,0.75699,0.38767,0.88498,4.67432e-05,4.67432e-05,4.67432e-05
186,734.424,0.85526,0.51351,1.01801,0.94548,0.91078,0.95983,0.78688,0.75026,0.38658,0.88437,4.63505e-05,4.63505e-05,4.63505e-05
187,738.234,0.85943,0.5299,1.04498,0.93246,0.91476,0.95972,0.78747,0.75832,0.38632,0.88757,4.59578e-05,4.59578e-05,4.59578e-05
188,742.078,0.8645,0.51041,1.02433,0.9324,0.91878,0.95957,0.78361,0.76298,0.38587,0.89107,4.55651e-05,4.55651e-05,4.55651e-05
189,745.898,0.87255,0.52134,1.02181,0.93641,0.91876,0.95971,0.78568,0.75315,0.38514,0.88936,4.51724e-05,4.51724e-05,4.51724e-05
190,749.692,0.85853,0.50581,1.03764,0.93919,0.91787,0.96052,0.7922,0.73509,0.38339,0.88505,4.47797e-05,4.47797e-05,4.47797e-05
191,753.997,0.83773,0.50915,1.0171,0.94177,0.91666,0.96007,0.79621,0.72587,0.38156,0.88213,4.4387e-05,4.4387e-05,4.4387e-05
192,757.93,0.8576,0.51345,1.02055,0.94212,0.91639,0.96111,0.79451,0.71658,0.38003,0.87934,4.39943e-05,4.39943e-05,4.39943e-05
193,761.88,0.86332,0.50386,1.0104,0.94578,0.91694,0.96255,0.79315,0.73175,0.38261,0.88251,4.36016e-05,4.36016e-05,4.36016e-05
194,765.688,0.88108,0.53873,1.02097,0.9464,0.91248,0.96125,0.78336,0.75804,0.39056,0.88684,4.32089e-05,4.32089e-05,4.32089e-05
195,769.46,0.81875,0.4841,1.01588,0.94882,0.91259,0.96139,0.78611,0.7671,0.39182,0.88725,4.28162e-05,4.28162e-05,4.28162e-05
196,773.253,0.82529,0.50051,1.01327,0.94168,0.91858,0.96508,0.79411,0.73929,0.38471,0.881,4.24235e-05,4.24235e-05,4.24235e-05
197,777.023,0.86899,0.53995,1.04279,0.94377,0.9154,0.96435,0.79983,0.71534,0.37896,0.8757,4.20308e-05,4.20308e-05,4.20308e-05
198,780.845,0.86528,0.53258,1.03782,0.94321,0.91466,0.9628,0.80326,0.70113,0.37743,0.87367,4.16381e-05,4.16381e-05,4.16381e-05
199,784.659,0.87067,0.51538,1.0386,0.94146,0.91544,0.96093,0.79976,0.70804,0.37936,0.87592,4.12454e-05,4.12454e-05,4.12454e-05
200,788.44,0.78858,0.47883,1.01318,0.94426,0.91456,0.96152,0.79795,0.73239,0.38312,0.88164,4.08527e-05,4.08527e-05,4.08527e-05
201,792.248,0.82649,0.50961,1.02885,0.94149,0.91757,0.96568,0.79336,0.74631,0.38496,0.8842,4.046e-05,4.046e-05,4.046e-05
202,796.047,0.87243,0.52566,1.02081,0.94859,0.91118,0.9654,0.79194,0.74699,0.38355,0.88423,4.00673e-05,4.00673e-05,4.00673e-05
203,799.826,0.82023,0.49434,1.01207,0.94343,0.91542,0.96721,0.79665,0.72569,0.38022,0.87967,3.96746e-05,3.96746e-05,3.96746e-05
204,803.757,0.86437,0.51511,1.01262,0.9395,0.91525,0.96493,0.80316,0.70516,0.37803,0.87615,3.92819e-05,3.92819e-05,3.92819e-05
205,807.596,0.8371,0.50507,1.036,0.93475,0.91643,0.96655,0.79949,0.71059,0.37974,0.87895,3.88892e-05,3.88892e-05,3.88892e-05
206,811.863,0.86963,0.50021,1.03305,0.93223,0.91751,0.9654,0.7953,0.72211,0.38313,0.88241,3.84965e-05,3.84965e-05,3.84965e-05
207,815.779,0.8807,0.53784,1.03475,0.93506,0.91453,0.96476,0.79457,0.73453,0.38642,0.88475,3.81038e-05,3.81038e-05,3.81038e-05
208,819.648,0.88029,0.52299,1.036,0.93394,0.91141,0.96433,0.79972,0.73269,0.38361,0.88222,3.77111e-05,3.77111e-05,3.77111e-05
209,823.475,0.87404,0.51119,1.02104,0.93971,0.90947,0.96418,0.80157,0.72511,0.37932,0.87916,3.73184e-05,3.73184e-05,3.73184e-05
210,827.3,0.82765,0.49015,1.01309,0.9408,0.90412,0.96352,0.80878,0.7037,0.37433,0.87451,3.69257e-05,3.69257e-05,3.69257e-05
211,831.135,0.8519,0.49835,1.03031,0.93769,0.90674,0.96487,0.80885,0.69617,0.37275,0.87362,3.6533e-05,3.6533e-05,3.6533e-05
212,834.991,0.80797,0.47968,1.02025,0.9369,0.91072,0.9658,0.80486,0.7061,0.37498,0.87706,3.61403e-05,3.61403e-05,3.61403e-05
213,838.836,0.84051,0.51382,1.00985,0.94083,0.9119,0.96639,0.80557,0.70269,0.37531,0.87635,3.57476e-05,3.57476e-05,3.57476e-05
214,842.682,0.82707,0.49617,1.00169,0.94773,0.90468,0.96697,0.8097,0.68704,0.37132,0.87116,3.53549e-05,3.53549e-05,3.53549e-05
215,846.692,0.82681,0.48721,1.01596,0.94652,0.90792,0.96528,0.80533,0.68468,0.36846,0.8689,3.49622e-05,3.49622e-05,3.49622e-05
216,850.501,0.84071,0.50466,1.0466,0.94419,0.90999,0.96627,0.80883,0.68635,0.36954,0.86785,3.45695e-05,3.45695e-05,3.45695e-05
217,854.328,0.83981,0.50218,1.01339,0.9411,0.91378,0.96634,0.80713,0.69436,0.37063,0.87013,3.41768e-05,3.41768e-05,3.41768e-05
218,858.162,0.82018,0.48851,1.00072,0.9386,0.91246,0.96468,0.80717,0.68856,0.36922,0.87081,3.37841e-05,3.37841e-05,3.37841e-05
219,861.996,0.81986,0.48824,1.01488,0.94007,0.91446,0.96434,0.80811,0.68392,0.36753,0.87144,3.33914e-05,3.33914e-05,3.33914e-05
220,865.839,0.86473,0.51498,1.04771,0.94036,0.91304,0.96562,0.80631,0.67769,0.36604,0.87144,3.29987e-05,3.29987e-05,3.29987e-05
221,869.64,0.79666,0.4832,1.01066,0.94021,0.91024,0.96303,0.80522,0.68932,0.36982,0.87349,3.2606e-05,3.2606e-05,3.2606e-05
222,873.453,0.79428,0.47751,1.01943,0.94,0.9117,0.96432,0.80448,0.69419,0.37001,0.87331,3.22133e-05,3.22133e-05,3.22133e-05
223,877.476,0.83842,0.48719,1.00862,0.94425,0.91383,0.96454,0.80676,0.68883,0.36907,0.87034,3.18206e-05,3.18206e-05,3.18206e-05
224,881.478,0.82519,0.4837,1.01238,0.94203,0.91507,0.96433,0.80329,0.70376,0.37191,0.87372,3.14279e-05,3.14279e-05,3.14279e-05
225,885.333,0.82364,0.49331,1.00253,0.94204,0.91525,0.96399,0.80054,0.71512,0.37383,0.87691,3.10352e-05,3.10352e-05,3.10352e-05
226,889.186,0.84155,0.49544,1.01845,0.94187,0.91601,0.96505,0.8038,0.71524,0.37345,0.8767,3.06425e-05,3.06425e-05,3.06425e-05
227,893.001,0.80509,0.50124,1.01666,0.94128,0.91588,0.96348,0.80165,0.70564,0.37092,0.87585,3.02498e-05,3.02498e-05,3.02498e-05
228,896.823,0.83964,0.50554,1.0208,0.94064,0.91776,0.9635,0.80683,0.68656,0.36846,0.87138,2.98571e-05,2.98571e-05,2.98571e-05
229,900.642,0.80655,0.46666,1.01496,0.94231,0.91488,0.96349,0.80647,0.68267,0.36864,0.87141,2.94644e-05,2.94644e-05,2.94644e-05
230,904.477,0.8542,0.49935,1.02464,0.94109,0.91397,0.96337,0.8079,0.68403,0.36883,0.87125,2.90717e-05,2.90717e-05,2.90717e-05
231,908.307,0.79319,0.47697,1.0134,0.93763,0.91743,0.96352,0.80939,0.67891,0.36797,0.86894,2.8679e-05,2.8679e-05,2.8679e-05
232,912.126,0.80979,0.49864,0.99708,0.93877,0.91892,0.96428,0.81271,0.66347,0.36526,0.86418,2.82863e-05,2.82863e-05,2.82863e-05
233,916.034,0.74989,0.43184,0.98035,0.93819,0.92076,0.96483,0.81271,0.65537,0.36407,0.86115,2.78936e-05,2.78936e-05,2.78936e-05
234,919.908,0.82244,0.48071,0.9953,0.9367,0.9223,0.96451,0.81759,0.64418,0.36065,0.85875,2.75009e-05,2.75009e-05,2.75009e-05
235,924.077,0.80715,0.49518,1.01141,0.938,0.91898,0.96364,0.81896,0.64059,0.3601,0.85787,2.71082e-05,2.71082e-05,2.71082e-05
236,928.086,0.80295,0.4947,1.00155,0.94103,0.91626,0.9642,0.8143,0.65013,0.36256,0.86028,2.67155e-05,2.67155e-05,2.67155e-05
237,932.103,0.81415,0.49907,1.01291,0.94142,0.91361,0.96454,0.81092,0.66335,0.36465,0.86366,2.63228e-05,2.63228e-05,2.63228e-05
238,936.101,0.8406,0.50364,1.02007,0.94399,0.91173,0.96293,0.80543,0.67769,0.36732,0.86765,2.59301e-05,2.59301e-05,2.59301e-05
239,939.983,0.79524,0.47186,1.00569,0.94604,0.9095,0.96269,0.80205,0.69947,0.37033,0.8736,2.55374e-05,2.55374e-05,2.55374e-05
240,943.959,0.83787,0.48473,0.99819,0.94415,0.91006,0.9639,0.79799,0.70619,0.37176,0.87615,2.51447e-05,2.51447e-05,2.51447e-05
241,948.2,0.80468,0.48654,1.01759,0.94194,0.91002,0.96422,0.80151,0.69977,0.36929,0.87455,2.4752e-05,2.4752e-05,2.4752e-05
242,952.132,0.81333,0.48221,1.01549,0.94481,0.90827,0.96456,0.8059,0.68388,0.36671,0.871,2.43593e-05,2.43593e-05,2.43593e-05
243,955.916,0.83414,0.48696,1.00219,0.94118,0.9098,0.96396,0.80749,0.67259,0.36403,0.86801,2.39666e-05,2.39666e-05,2.39666e-05
244,959.714,0.79666,0.46708,1.00313,0.94007,0.9109,0.96384,0.80626,0.67314,0.36413,0.8669,2.35739e-05,2.35739e-05,2.35739e-05
245,963.521,0.79391,0.47038,1.01871,0.94386,0.91275,0.96563,0.80474,0.68143,0.365,0.86778,2.31812e-05,2.31812e-05,2.31812e-05
246,967.341,0.8284,0.47578,0.9949,0.94242,0.91444,0.96467,0.80431,0.68128,0.36385,0.86752,2.27885e-05,2.27885e-05,2.27885e-05
247,971.138,0.82493,0.48338,1.00671,0.94136,0.91649,0.96576,0.80533,0.68063,0.36327,0.8669,2.23958e-05,2.23958e-05,2.23958e-05
248,974.942,0.8444,0.48731,0.99177,0.94031,0.91725,0.96455,0.80647,0.6732,0.36253,0.8655,2.20031e-05,2.20031e-05,2.20031e-05
249,978.755,0.82788,0.49164,1.00095,0.93494,0.92287,0.96452,0.80875,0.65506,0.35911,0.86182,2.16104e-05,2.16104e-05,2.16104e-05
250,982.562,0.85127,0.49006,1.01968,0.93622,0.92117,0.96423,0.81275,0.63886,0.356,0.85907,2.12177e-05,2.12177e-05,2.12177e-05
251,986.363,0.81622,0.48401,1.01345,0.94375,0.91416,0.96653,0.80975,0.64313,0.35804,0.86115,2.0825e-05,2.0825e-05,2.0825e-05
252,990.376,0.79561,0.47279,0.992,0.9441,0.91507,0.96664,0.80968,0.65559,0.36033,0.86434,2.04323e-05,2.04323e-05,2.04323e-05
253,994.154,0.77514,0.46461,1.00383,0.94319,0.91701,0.96684,0.8079,0.66832,0.36197,0.86621,2.00396e-05,2.00396e-05,2.00396e-05
254,998.176,0.80231,0.46543,1.01547,0.94525,0.91821,0.96632,0.8123,0.66385,0.36008,0.86428,1.96469e-05,1.96469e-05,1.96469e-05
255,1002.16,0.81243,0.48205,1.0069,0.94677,0.91043,0.96636,0.81248,0.65845,0.35784,0.86207,1.92542e-05,1.92542e-05,1.92542e-05
256,1006.14,0.77137,0.45393,0.99663,0.94669,0.91445,0.96637,0.81655,0.65002,0.35694,0.85954,1.88615e-05,1.88615e-05,1.88615e-05
257,1010.06,0.80861,0.47158,1.02338,0.94555,0.91198,0.96607,0.8184,0.64346,0.35637,0.85843,1.84688e-05,1.84688e-05,1.84688e-05
258,1013.98,0.82495,0.50008,1.01304,0.94522,0.91121,0.96601,0.81913,0.63351,0.35632,0.85623,1.80761e-05,1.80761e-05,1.80761e-05
259,1017.93,0.82379,0.48552,1.02382,0.94887,0.90795,0.96587,0.82184,0.62531,0.35426,0.85551,1.76834e-05,1.76834e-05,1.76834e-05
260,1021.87,0.80713,0.47418,0.99599,0.95537,0.90306,0.96586,0.82124,0.6274,0.35549,0.85595,1.72907e-05,1.72907e-05,1.72907e-05
261,1025.91,0.7843,0.46095,0.98636,0.93735,0.91946,0.96628,0.82114,0.63118,0.35492,0.85655,1.6898e-05,1.6898e-05,1.6898e-05
262,1030.4,0.76412,0.45152,0.99579,0.93704,0.91872,0.96684,0.82305,0.62926,0.35381,0.85609,1.65053e-05,1.65053e-05,1.65053e-05
263,1034.71,0.81192,0.47876,1.00533,0.94022,0.91814,0.9669,0.82277,0.63446,0.35494,0.85687,1.61126e-05,1.61126e-05,1.61126e-05
264,1039.02,0.7999,0.47895,1.03274,0.93841,0.91924,0.96655,0.82343,0.63695,0.35519,0.85612,1.57199e-05,1.57199e-05,1.57199e-05
265,1043.34,0.77638,0.45594,0.9866,0.94112,0.91565,0.96679,0.81957,0.64553,0.35696,0.85823,1.53272e-05,1.53272e-05,1.53272e-05
266,1047.58,0.82742,0.4776,1.01389,0.94455,0.90945,0.96662,0.81901,0.65168,0.35708,0.85915,1.49345e-05,1.49345e-05,1.49345e-05
267,1051.86,0.7686,0.46877,1.00717,0.93055,0.92149,0.96668,0.82076,0.65061,0.35662,0.85938,1.45418e-05,1.45418e-05,1.45418e-05
268,1056.4,0.77094,0.46836,0.99301,0.94645,0.90803,0.96653,0.81999,0.64701,0.35506,0.85834,1.41491e-05,1.41491e-05,1.41491e-05
269,1060.62,0.80968,0.4818,1.01886,0.94345,0.91067,0.96649,0.82136,0.64388,0.35289,0.85756,1.37564e-05,1.37564e-05,1.37564e-05
270,1064.62,0.79168,0.478,0.97884,0.94486,0.91365,0.9666,0.82048,0.64482,0.3521,0.8578,1.33637e-05,1.33637e-05,1.33637e-05
271,1068.48,0.78777,0.45546,0.97948,0.94031,0.91788,0.96684,0.82021,0.64211,0.35093,0.8577,1.2971e-05,1.2971e-05,1.2971e-05
272,1072.4,0.77666,0.46547,1.00193,0.94212,0.91512,0.96688,0.82111,0.63966,0.35094,0.85697,1.25783e-05,1.25783e-05,1.25783e-05
273,1076.26,0.77089,0.45062,1.00495,0.93998,0.91929,0.96707,0.81983,0.63921,0.35052,0.85607,1.21856e-05,1.21856e-05,1.21856e-05
274,1079.97,0.81184,0.48824,1.01593,0.93985,0.92054,0.96741,0.82165,0.63578,0.351,0.85585,1.17929e-05,1.17929e-05,1.17929e-05
275,1083.63,0.79519,0.46203,0.99876,0.93958,0.9204,0.96763,0.82622,0.63189,0.35103,0.85558,1.14002e-05,1.14002e-05,1.14002e-05
276,1087.33,0.7946,0.47535,0.99833,0.94041,0.92119,0.96773,0.82636,0.63479,0.35077,0.85615,1.10075e-05,1.10075e-05,1.10075e-05
277,1091.05,0.80644,0.47471,0.99938,0.93987,0.92114,0.96751,0.82453,0.637,0.35047,0.85654,1.06148e-05,1.06148e-05,1.06148e-05
278,1094.74,0.80013,0.47349,1.00993,0.94125,0.92243,0.96803,0.82668,0.64061,0.35179,0.85681,1.02221e-05,1.02221e-05,1.02221e-05
279,1098.58,0.79233,0.45641,0.98714,0.94137,0.92235,0.9673,0.82267,0.64266,0.35168,0.85722,9.8294e-06,9.8294e-06,9.8294e-06
280,1102.62,0.80257,0.47994,1.00406,0.94033,0.92458,0.96787,0.82335,0.64053,0.35076,0.85623,9.4367e-06,9.4367e-06,9.4367e-06
281,1106.61,0.80394,0.47368,0.99089,0.93734,0.92388,0.96718,0.82143,0.64799,0.35133,0.85716,9.044e-06,9.044e-06,9.044e-06
282,1110.58,0.77522,0.45273,0.99493,0.93939,0.92421,0.96755,0.81869,0.65623,0.35348,0.85882,8.6513e-06,8.6513e-06,8.6513e-06
283,1114.45,0.75444,0.45208,0.97629,0.94051,0.92424,0.9672,0.81591,0.66458,0.35662,0.86053,8.2586e-06,8.2586e-06,8.2586e-06
284,1118.53,0.81343,0.47657,1.00312,0.94005,0.92444,0.96732,0.8148,0.6675,0.358,0.86098,7.8659e-06,7.8659e-06,7.8659e-06
285,1122.51,0.79592,0.46975,0.9825,0.93908,0.92433,0.96747,0.81491,0.66804,0.35635,0.86088,7.4732e-06,7.4732e-06,7.4732e-06
286,1126.4,0.8009,0.45812,1.00045,0.93929,0.92118,0.96712,0.81791,0.66386,0.35536,0.86052,7.0805e-06,7.0805e-06,7.0805e-06
287,1130.43,0.80428,0.48128,0.99851,0.93981,0.92085,0.96709,0.82076,0.65332,0.35236,0.85799,6.6878e-06,6.6878e-06,6.6878e-06
288,1134.38,0.78968,0.48154,0.99861,0.93927,0.92073,0.967,0.81688,0.65047,0.35209,0.85692,6.2951e-06,6.2951e-06,6.2951e-06
289,1138.18,0.79189,0.45648,1.0053,0.9385,0.92035,0.96696,0.81905,0.64551,0.35063,0.8555,5.9024e-06,5.9024e-06,5.9024e-06
290,1142.01,0.81761,0.49894,1.01214,0.93926,0.92031,0.96676,0.81917,0.6418,0.35033,0.85457,5.5097e-06,5.5097e-06,5.5097e-06
291,1153.14,0.73466,0.42927,0.96561,0.93773,0.91929,0.96746,0.82347,0.63658,0.35113,0.85278,5.117e-06,5.117e-06,5.117e-06
292,1156.92,0.77125,0.4411,0.96526,0.93678,0.91874,0.96504,0.82165,0.634,0.35456,0.85231,4.7243e-06,4.7243e-06,4.7243e-06
293,1160.73,0.74442,0.44161,0.95389,0.94326,0.9078,0.96299,0.81945,0.6388,0.35979,0.85391,4.3316e-06,4.3316e-06,4.3316e-06
294,1164.7,0.7483,0.44328,0.95175,0.93262,0.91342,0.96256,0.81807,0.64546,0.36493,0.8562,3.9389e-06,3.9389e-06,3.9389e-06
295,1168.55,0.74915,0.42426,0.94155,0.92259,0.9183,0.96143,0.81774,0.64747,0.36953,0.85746,3.5462e-06,3.5462e-06,3.5462e-06
296,1172.41,0.79006,0.44891,0.97184,0.94647,0.90083,0.9612,0.81651,0.6492,0.37075,0.85844,3.1535e-06,3.1535e-06,3.1535e-06
297,1176.23,0.75806,0.43298,0.95715,0.94881,0.89871,0.96135,0.81513,0.6524,0.3702,0.85875,2.7608e-06,2.7608e-06,2.7608e-06
298,1180.07,0.74106,0.41454,0.94803,0.94001,0.90547,0.96135,0.81458,0.65071,0.37151,0.85896,2.3681e-06,2.3681e-06,2.3681e-06
299,1183.9,0.72542,0.40981,0.93699,0.94128,0.90304,0.96152,0.81336,0.65079,0.37125,0.85901,1.9754e-06,1.9754e-06,1.9754e-06
300,1187.7,0.73225,0.41191,0.95367,0.94289,0.90335,0.96177,0.81438,0.65004,0.37009,0.85918,1.5827e-06,1.5827e-06,1.5827e-06
