epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,89.256,1.3118,1.09509,1.26869,0.81172,0.76378,0.83363,0.53716,1.38963,0.8467,1.17974,0.00011311,0.00011311,0.00011311
17,94.098,1.34975,1.06636,1.31946,0.82245,0.75954,0.83309,0.53698,1.39066,0.87818,1.18476,0.000112717,0.000112717,0.000112717
18,98.9471,1.24495,1.00749,1.25145,0.83462,0.7407,0.83108,0.53667,1.37457,0.85968,1.18296,0.000112324,0.000112324,0.000112324
19,104.118,1.30423,1.05879,1.30108,0.82366,0.7613,0.83556,0.54915,1.33628,0.8262,1.17159,0.000111931,0.000111931,0.000111931
20,108.982,1.25378,1.05636,1.24737,0.84628,0.76265,0.84541,0.55966,1.28646,0.78227,1.1501,0.000111539,0.000111539,0.000111539
21,113.815,1.26619,1.04278,1.27366,0.85839,0.76464,0.84419,0.5721,1.25539,0.76981,1.13339,0.000111146,0.000111146,0.000111146
22,118.751,1.2625,1.04004,1.27026,0.85009,0.7569,0.84285,0.56971,1.24902,0.77264,1.12728,0.000110753,0.000110753,0.000110753
23,123.654,1.2584,1.0176,1.27358,0.82652,0.78548,0.84583,0.56577,1.28026,0.78276,1.13856,0.000110361,0.000110361,0.000110361
24,128.542,1.27674,0.99768,1.25637,0.8156,0.79022,0.8488,0.57297,1.277,0.7639,1.14022,0.000109968,0.000109968,0.000109968
25,133.49,1.28289,0.97574,1.24378,0.82032,0.78921,0.85246,0.58505,1.24205,0.73498,1.12621,0.000109575,0.000109575,0.000109575
26,138.475,1.23231,0.9843,1.27902,0.79631,0.82631,0.87005,0.59649,1.22906,0.71229,1.11973,0.000109183,0.000109183,0.000109183
27,143.366,1.20941,0.93808,1.26091,0.84371,0.79921,0.87238,0.58349,1.27711,0.72798,1.13999,0.00010879,0.00010879,0.00010879
28,148.18,1.21292,0.97284,1.24806,0.82296,0.82115,0.8739,0.56327,1.34021,0.75536,1.17376,0.000108397,0.000108397,0.000108397
29,153.017,1.17889,0.95875,1.26324,0.84355,0.80849,0.86873,0.547,1.37835,0.76311,1.19488,0.000108004,0.000108004,0.000108004
30,157.859,1.23003,0.96398,1.24747,0.84054,0.81529,0.87185,0.55268,1.37016,0.75871,1.1922,0.000107612,0.000107612,0.000107612
31,162.755,1.19875,0.9283,1.24483,0.85246,0.8208,0.88284,0.57392,1.31982,0.74408,1.17444,0.000107219,0.000107219,0.000107219
32,167.838,1.21132,0.9075,1.2477,0.86609,0.81931,0.88198,0.58772,1.27117,0.72306,1.14514,0.000106826,0.000106826,0.000106826
33,172.677,1.18251,0.87648,1.20472,0.87934,0.81049,0.88017,0.59799,1.23512,0.69882,1.11881,0.000106434,0.000106434,0.000106434
34,177.609,1.201,0.88965,1.21792,0.87658,0.81366,0.88535,0.60768,1.22376,0.6867,1.11306,0.000106041,0.000106041,0.000106041
35,182.499,1.16684,0.85652,1.20713,0.86863,0.82275,0.88457,0.61253,1.20545,0.67531,1.10398,0.000105648,0.000105648,0.000105648
36,187.333,1.1873,0.89578,1.2487,0.87125,0.81753,0.88118,0.61151,1.19249,0.68692,1.09697,0.000105256,0.000105256,0.000105256
37,192.257,1.20772,0.88095,1.23611,0.8577,0.83199,0.88329,0.60851,1.23417,0.68715,1.11326,0.000104863,0.000104863,0.000104863
38,197.222,1.19846,0.84821,1.20332,0.86369,0.82773,0.88271,0.59934,1.27544,0.69712,1.13016,0.00010447,0.00010447,0.00010447
39,202.195,1.17827,0.88926,1.22871,0.87208,0.83576,0.8944,0.5914,1.31993,0.70505,1.14897,0.000104077,0.000104077,0.000104077
40,207.168,1.16595,0.86201,1.21163,0.87529,0.82941,0.89694,0.60332,1.30743,0.70043,1.14003,0.000103685,0.000103685,0.000103685
41,212.162,1.18162,0.88234,1.23625,0.88766,0.82703,0.89883,0.62056,1.21175,0.67784,1.10018,0.000103292,0.000103292,0.000103292
42,217.099,1.21287,0.90228,1.23126,0.86011,0.83759,0.90128,0.63143,1.16372,0.66933,1.07982,0.000102899,0.000102899,0.000102899
43,222.067,1.17652,0.84883,1.20142,0.84941,0.85017,0.8996,0.62585,1.18123,0.68381,1.08947,0.000102507,0.000102507,0.000102507
44,227.133,1.19173,0.89547,1.23914,0.85444,0.84999,0.90124,0.62235,1.18363,0.66881,1.09248,0.000102114,0.000102114,0.000102114
45,231.928,1.19184,0.86246,1.24106,0.88976,0.82052,0.90154,0.62802,1.17843,0.66311,1.09275,0.000101721,0.000101721,0.000101721
46,236.758,1.11421,0.83481,1.18546,0.87156,0.8385,0.90458,0.63412,1.16659,0.66482,1.0937,0.000101329,0.000101329,0.000101329
47,241.579,1.13782,0.80366,1.2073,0.88622,0.84347,0.90333,0.62894,1.17743,0.6668,1.10059,0.000100936,0.000100936,0.000100936
48,246.316,1.15501,0.83547,1.19774,0.90386,0.83613,0.90846,0.63069,1.19317,0.63725,1.10118,0.000100543,0.000100543,0.000100543
49,251.091,1.14548,0.85782,1.23207,0.89997,0.83488,0.90749,0.61822,1.23149,0.63927,1.1103,0.00010015,0.00010015,0.00010015
50,255.92,1.14332,0.8046,1.18973,0.86484,0.86788,0.90893,0.62632,1.22761,0.63338,1.10401,9.97577e-05,9.97577e-05,9.97577e-05
51,260.757,1.15157,0.8298,1.19,0.89094,0.83664,0.9094,0.63491,1.18743,0.62883,1.08662,9.9365e-05,9.9365e-05,9.9365e-05
52,265.668,1.12329,0.80289,1.18451,0.88615,0.84277,0.91269,0.64755,1.15852,0.63239,1.07662,9.89723e-05,9.89723e-05,9.89723e-05
53,270.52,1.10815,0.78292,1.16204,0.88066,0.8337,0.90875,0.64836,1.15891,0.62751,1.08095,9.85796e-05,9.85796e-05,9.85796e-05
54,275.373,1.1285,0.8,1.21921,0.89268,0.83762,0.91152,0.64,1.18847,0.62537,1.09406,9.81869e-05,9.81869e-05,9.81869e-05
55,280.154,1.13187,0.82779,1.20519,0.90007,0.84351,0.91461,0.63811,1.19616,0.61728,1.0964,9.77942e-05,9.77942e-05,9.77942e-05
56,285.227,1.0975,0.76361,1.18865,0.90096,0.84268,0.91698,0.64214,1.18446,0.60608,1.09039,9.74015e-05,9.74015e-05,9.74015e-05
57,290.098,1.13262,0.80781,1.20704,0.8934,0.84427,0.91615,0.63915,1.19004,0.60365,1.08757,9.70088e-05,9.70088e-05,9.70088e-05
58,294.909,1.16311,0.81686,1.2487,0.89814,0.84295,0.91424,0.63293,1.20649,0.60398,1.09234,9.66161e-05,9.66161e-05,9.66161e-05
59,299.692,1.12059,0.73902,1.16607,0.89302,0.85126,0.91586,0.62868,1.21049,0.61639,1.10059,9.62234e-05,9.62234e-05,9.62234e-05
60,304.418,1.15608,0.81974,1.22681,0.85671,0.88199,0.91581,0.6356,1.17913,0.61182,1.09586,9.58307e-05,9.58307e-05,9.58307e-05
61,309.195,1.14653,0.7509,1.19492,0.84934,0.89006,0.91614,0.64487,1.15089,0.60803,1.08459,9.5438e-05,9.5438e-05,9.5438e-05
62,314.032,1.13106,0.75867,1.19329,0.84574,0.88994,0.91758,0.64858,1.14671,0.61225,1.08093,9.50453e-05,9.50453e-05,9.50453e-05
63,318.828,1.10737,0.80082,1.20656,0.8539,0.88479,0.91927,0.64353,1.18808,0.61945,1.09161,9.46526e-05,9.46526e-05,9.46526e-05
64,323.676,1.10066,0.74695,1.17613,0.87483,0.86593,0.91771,0.6444,1.23286,0.6216,1.10706,9.42599e-05,9.42599e-05,9.42599e-05
65,328.441,1.12138,0.75923,1.17695,0.88862,0.86241,0.92189,0.65309,1.19762,0.61245,1.0907,9.38672e-05,9.38672e-05,9.38672e-05
66,333.426,1.07138,0.72431,1.14862,0.9072,0.85305,0.92178,0.65654,1.16384,0.60853,1.07174,9.34745e-05,9.34745e-05,9.34745e-05
67,338.302,1.13305,0.79175,1.17872,0.90027,0.85442,0.92296,0.65741,1.14312,0.5956,1.05987,9.30818e-05,9.30818e-05,9.30818e-05
68,343.327,1.09178,0.75712,1.17841,0.8986,0.86069,0.92483,0.65247,1.16229,0.6053,1.0686,9.26891e-05,9.26891e-05,9.26891e-05
69,348.211,1.13956,0.78931,1.19764,0.90005,0.85746,0.92173,0.64103,1.20828,0.60855,1.09132,9.22964e-05,9.22964e-05,9.22964e-05
70,353.072,1.08424,0.76823,1.18165,0.90478,0.86409,0.92461,0.63877,1.21562,0.60817,1.10236,9.19037e-05,9.19037e-05,9.19037e-05
71,357.97,1.10321,0.74564,1.13722,0.89614,0.86466,0.92198,0.64833,1.15052,0.59708,1.07736,9.1511e-05,9.1511e-05,9.1511e-05
72,362.79,1.13038,0.80972,1.19986,0.91091,0.85614,0.92402,0.67298,1.06104,0.57221,1.03572,9.11183e-05,9.11183e-05,9.11183e-05
73,367.625,1.09791,0.74535,1.16874,0.89259,0.87141,0.92486,0.66648,1.08977,0.57143,1.04122,9.07256e-05,9.07256e-05,9.07256e-05
74,372.531,1.07595,0.73442,1.14584,0.88526,0.86679,0.9206,0.6485,1.17902,0.58319,1.07465,9.03329e-05,9.03329e-05,9.03329e-05
75,377.496,1.109,0.74148,1.18527,0.86018,0.87958,0.92019,0.64323,1.17988,0.58163,1.07266,8.99402e-05,8.99402e-05,8.99402e-05
76,382.309,1.11832,0.73612,1.14785,0.92125,0.82474,0.91777,0.64488,1.15607,0.57978,1.06767,8.95475e-05,8.95475e-05,8.95475e-05
77,387.086,1.07403,0.74668,1.13934,0.90639,0.83563,0.91777,0.64856,1.14312,0.57934,1.0673,8.91548e-05,8.91548e-05,8.91548e-05
78,391.953,1.09064,0.72909,1.16339,0.91014,0.8382,0.92444,0.6503,1.14937,0.57936,1.0718,8.87621e-05,8.87621e-05,8.87621e-05
79,396.884,1.09825,0.71482,1.15198,0.91759,0.84219,0.93032,0.66255,1.13975,0.57348,1.06759,8.83694e-05,8.83694e-05,8.83694e-05
80,402.228,1.07668,0.75345,1.16671,0.84973,0.89675,0.92879,0.65847,1.14836,0.56847,1.06808,8.79767e-05,8.79767e-05,8.79767e-05
81,406.966,1.04805,0.73403,1.1263,0.86922,0.89319,0.9272,0.65497,1.15642,0.5778,1.06799,8.7584e-05,8.7584e-05,8.7584e-05
82,411.702,1.10853,0.75367,1.1868,0.87229,0.89202,0.92814,0.66605,1.12032,0.5745,1.04716,8.71913e-05,8.71913e-05,8.71913e-05
83,416.466,1.07452,0.70594,1.16556,0.88407,0.86825,0.92156,0.65669,1.1383,0.58085,1.05522,8.67986e-05,8.67986e-05,8.67986e-05
84,421.24,1.09004,0.75044,1.13681,0.90014,0.85202,0.92122,0.65924,1.12973,0.57786,1.05771,8.64059e-05,8.64059e-05,8.64059e-05
85,425.992,1.14546,0.80939,1.21041,0.88784,0.86557,0.92083,0.66213,1.10631,0.57414,1.04813,8.60132e-05,8.60132e-05,8.60132e-05
86,430.759,1.06542,0.6943,1.12491,0.90581,0.86554,0.92761,0.66696,1.09862,0.57752,1.04483,8.56205e-05,8.56205e-05,8.56205e-05
87,435.547,1.02874,0.70974,1.16002,0.90428,0.86799,0.92648,0.67616,1.05401,0.56521,1.02844,8.52278e-05,8.52278e-05,8.52278e-05
88,440.344,1.07892,0.74587,1.16233,0.90707,0.87435,0.92731,0.67881,1.05628,0.55579,1.02941,8.48351e-05,8.48351e-05,8.48351e-05
89,445.11,1.06128,0.73355,1.20054,0.90544,0.88076,0.92841,0.67493,1.08338,0.55678,1.03779,8.44424e-05,8.44424e-05,8.44424e-05
90,449.847,1.03516,0.66943,1.12176,0.91186,0.87735,0.93243,0.65988,1.13279,0.55916,1.05492,8.40497e-05,8.40497e-05,8.40497e-05
91,455.496,1.10433,0.75124,1.1514,0.90561,0.88059,0.93234,0.65768,1.15985,0.55996,1.06359,8.3657e-05,8.3657e-05,8.3657e-05
92,460.459,1.06092,0.68157,1.14329,0.9187,0.85614,0.93268,0.66517,1.11719,0.55008,1.04664,8.32643e-05,8.32643e-05,8.32643e-05
93,465.465,1.06105,0.71128,1.16769,0.89702,0.86546,0.93117,0.68327,1.05891,0.53961,1.02839,8.28716e-05,8.28716e-05,8.28716e-05
94,470.367,1.0652,0.70251,1.14498,0.88006,0.86877,0.93137,0.68916,1.04094,0.53934,1.02155,8.24789e-05,8.24789e-05,8.24789e-05
95,475.298,1.05297,0.68338,1.1273,0.89455,0.87078,0.9335,0.6895,1.04051,0.54076,1.01886,8.20862e-05,8.20862e-05,8.20862e-05
96,480.058,1.03414,0.72103,1.13413,0.89808,0.87735,0.93267,0.6809,1.05376,0.53994,1.01973,8.16935e-05,8.16935e-05,8.16935e-05
97,484.931,1.05427,0.68151,1.16381,0.90277,0.87226,0.933,0.68045,1.05173,0.54007,1.01984,8.13008e-05,8.13008e-05,8.13008e-05
98,489.718,1.01906,0.66552,1.10379,0.88941,0.88977,0.93184,0.68752,1.0325,0.53518,1.01195,8.09081e-05,8.09081e-05,8.09081e-05
99,494.539,1.10276,0.72207,1.1487,0.90197,0.87233,0.92836,0.68683,1.02702,0.52952,1.01267,8.05154e-05,8.05154e-05,8.05154e-05
100,499.423,1.07204,0.71602,1.14818,0.90323,0.86773,0.9313,0.68073,1.05843,0.52988,1.02663,8.01227e-05,8.01227e-05,8.01227e-05
101,504.28,1.05228,0.70681,1.13636,0.88969,0.87892,0.93272,0.6786,1.09728,0.53038,1.04257,7.973e-05,7.973e-05,7.973e-05
102,509.064,1.0272,0.69358,1.12313,0.89939,0.86752,0.93319,0.68063,1.0991,0.52876,1.0395,7.93373e-05,7.93373e-05,7.93373e-05
103,513.889,1.04479,0.75148,1.1585,0.9277,0.85108,0.93149,0.68464,1.06954,0.52374,1.02499,7.89446e-05,7.89446e-05,7.89446e-05
104,518.701,1.03957,0.6586,1.10491,0.92906,0.86604,0.93595,0.69788,1.02281,0.5156,1.00563,7.85519e-05,7.85519e-05,7.85519e-05
105,523.842,1.04228,0.67285,1.14308,0.90748,0.88283,0.93556,0.69392,1.02512,0.5104,1.00401,7.81592e-05,7.81592e-05,7.81592e-05
106,528.65,1.03616,0.69842,1.13208,0.90345,0.88341,0.93732,0.68343,1.06345,0.51366,1.02041,7.77665e-05,7.77665e-05,7.77665e-05
107,533.539,1.0246,0.67994,1.12948,0.89524,0.88997,0.93642,0.68053,1.08146,0.51512,1.03017,7.73738e-05,7.73738e-05,7.73738e-05
108,538.451,1.06015,0.6854,1.15404,0.90479,0.8869,0.93535,0.6761,1.06947,0.51226,1.02811,7.69811e-05,7.69811e-05,7.69811e-05
109,543.295,1.03221,0.66845,1.13175,0.90773,0.88274,0.93672,0.68122,1.04531,0.51049,1.01855,7.65884e-05,7.65884e-05,7.65884e-05
110,548.107,1.06067,0.67201,1.13878,0.91613,0.87704,0.9362,0.69068,1.02169,0.50219,1.01084,7.61957e-05,7.61957e-05,7.61957e-05
111,552.934,1.03303,0.67281,1.12092,0.92635,0.86822,0.94042,0.69786,1.00435,0.49969,1.0062,7.5803e-05,7.5803e-05,7.5803e-05
112,557.738,1.01985,0.66327,1.1286,0.92159,0.86913,0.93823,0.69901,1.00743,0.50627,1.00808,7.54103e-05,7.54103e-05,7.54103e-05
113,562.601,0.96503,0.64543,1.1044,0.92096,0.8742,0.93958,0.70516,1.00505,0.50546,1.00352,7.50176e-05,7.50176e-05,7.50176e-05
114,567.443,1.00623,0.65208,1.10108,0.91836,0.88452,0.93897,0.69741,1.01917,0.50668,1.0057,7.46249e-05,7.46249e-05,7.46249e-05
115,572.261,0.99947,0.67263,1.12863,0.9081,0.90067,0.94153,0.6929,1.02019,0.51581,0.99676,7.42322e-05,7.42322e-05,7.42322e-05
116,577.046,1.02836,0.68523,1.15294,0.9077,0.89989,0.94153,0.69463,1.01326,0.51275,0.99542,7.38395e-05,7.38395e-05,7.38395e-05
117,581.841,1.0101,0.68346,1.11989,0.90439,0.89533,0.94205,0.69,1.04299,0.51765,1.00772,7.34468e-05,7.34468e-05,7.34468e-05
118,586.847,0.98823,0.63049,1.10586,0.90207,0.89721,0.94216,0.68142,1.0474,0.51143,1.01224,7.30541e-05,7.30541e-05,7.30541e-05
119,591.653,0.99716,0.65891,1.12373,0.89613,0.8975,0.9436,0.69279,1.01981,0.49954,1.002,7.26614e-05,7.26614e-05,7.26614e-05
120,596.45,1.01928,0.6848,1.13494,0.89446,0.89133,0.94045,0.69389,1.01755,0.49924,0.99865,7.22687e-05,7.22687e-05,7.22687e-05
121,601.252,1.0009,0.66278,1.11277,0.88646,0.89137,0.9396,0.68646,1.03305,0.49764,0.99725,7.1876e-05,7.1876e-05,7.1876e-05
122,606.075,1.00547,0.62795,1.09498,0.88133,0.90034,0.93988,0.68515,1.04037,0.49735,0.99413,7.14833e-05,7.14833e-05,7.14833e-05
123,610.834,1.00532,0.62277,1.1017,0.89993,0.89172,0.94012,0.68495,1.03748,0.50113,0.99681,7.10906e-05,7.10906e-05,7.10906e-05
124,615.592,1.0274,0.68826,1.16038,0.91459,0.87984,0.94053,0.68963,1.01442,0.49985,0.9962,7.06979e-05,7.06979e-05,7.06979e-05
125,620.349,0.99022,0.63633,1.1191,0.91724,0.88415,0.94201,0.69444,1.01735,0.50078,1.00133,7.03052e-05,7.03052e-05,7.03052e-05
126,625.065,0.96801,0.6594,1.1338,0.92525,0.88624,0.9446,0.69201,1.04174,0.50232,1.01174,6.99125e-05,6.99125e-05,6.99125e-05
127,629.865,0.97797,0.63413,1.09319,0.91723,0.89225,0.9446,0.69804,1.02615,0.49517,1.00537,6.95198e-05,6.95198e-05,6.95198e-05
128,634.595,1.01545,0.66591,1.12859,0.91549,0.89243,0.94473,0.70774,0.98675,0.4877,0.98686,6.91271e-05,6.91271e-05,6.91271e-05
129,639.291,1.00104,0.61657,1.08607,0.90142,0.89821,0.94501,0.70972,0.98747,0.49153,0.9844,6.87344e-05,6.87344e-05,6.87344e-05
130,643.98,1.00297,0.62305,1.09486,0.88769,0.90587,0.94353,0.71056,0.97426,0.48987,0.97756,6.83417e-05,6.83417e-05,6.83417e-05
131,648.907,0.98427,0.64253,1.11143,0.9233,0.87849,0.94403,0.71055,0.95887,0.48605,0.97297,6.7949e-05,6.7949e-05,6.7949e-05
132,654.805,0.95613,0.64336,1.11233,0.92672,0.88307,0.94637,0.71963,0.95829,0.48654,0.97708,6.75563e-05,6.75563e-05,6.75563e-05
133,660.569,0.98664,0.65045,1.12471,0.91894,0.88541,0.94503,0.71308,0.97774,0.48942,0.98993,6.71636e-05,6.71636e-05,6.71636e-05
134,665.509,0.97922,0.64263,1.11442,0.91767,0.88715,0.94319,0.71166,0.98755,0.48788,0.99595,6.67709e-05,6.67709e-05,6.67709e-05
135,670.187,0.99123,0.63057,1.12461,0.91121,0.88742,0.94248,0.71023,0.98012,0.49103,0.99105,6.63782e-05,6.63782e-05,6.63782e-05
136,674.967,0.97984,0.63259,1.11247,0.92149,0.88937,0.94283,0.70706,0.96705,0.48635,0.97682,6.59855e-05,6.59855e-05,6.59855e-05
137,679.71,0.99158,0.63468,1.12801,0.92205,0.88744,0.94139,0.70309,0.9745,0.48646,0.97464,6.55928e-05,6.55928e-05,6.55928e-05
138,684.366,0.99339,0.61852,1.107,0.91488,0.88584,0.93878,0.70473,0.96942,0.48841,0.97497,6.52001e-05,6.52001e-05,6.52001e-05
139,689.077,0.99879,0.64029,1.10123,0.91222,0.89539,0.94066,0.71057,0.94974,0.4855,0.97309,6.48074e-05,6.48074e-05,6.48074e-05
140,693.769,0.99671,0.64301,1.10396,0.91411,0.88939,0.9389,0.71896,0.92259,0.47634,0.9683,6.44147e-05,6.44147e-05,6.44147e-05
141,699.478,0.97621,0.61172,1.10569,0.91612,0.88288,0.9424,0.71695,0.94627,0.47964,0.97584,6.4022e-05,6.4022e-05,6.4022e-05
142,704.274,1.00884,0.63189,1.10875,0.91118,0.8946,0.94283,0.71,0.98921,0.48902,0.98955,6.36293e-05,6.36293e-05,6.36293e-05
143,709.112,0.97619,0.63467,1.10481,0.91355,0.89369,0.94638,0.7061,0.99311,0.48893,0.98882,6.32366e-05,6.32366e-05,6.32366e-05
144,714.313,0.99984,0.65144,1.13213,0.92308,0.88624,0.94499,0.71233,0.96408,0.48367,0.97993,6.28439e-05,6.28439e-05,6.28439e-05
145,719.19,1.01454,0.66099,1.13903,0.9151,0.88972,0.94417,0.71769,0.92649,0.47646,0.96615,6.24512e-05,6.24512e-05,6.24512e-05
146,723.977,0.95692,0.63103,1.10977,0.91642,0.88702,0.9446,0.71733,0.93933,0.47902,0.96762,6.20585e-05,6.20585e-05,6.20585e-05
147,728.656,0.98812,0.65455,1.0923,0.90963,0.88891,0.94143,0.7059,0.95854,0.48512,0.97158,6.16658e-05,6.16658e-05,6.16658e-05
148,733.364,0.96431,0.61805,1.07815,0.91483,0.88524,0.94155,0.70239,0.9559,0.48651,0.96712,6.12731e-05,6.12731e-05,6.12731e-05
149,738.373,0.95973,0.63092,1.10192,0.92176,0.88473,0.94516,0.70925,0.94566,0.48273,0.96034,6.08804e-05,6.08804e-05,6.08804e-05
150,743.279,0.98066,0.63761,1.11183,0.93096,0.88314,0.94628,0.70454,0.97075,0.48269,0.96814,6.04877e-05,6.04877e-05,6.04877e-05
151,748.519,0.9994,0.64583,1.10758,0.92796,0.88486,0.94337,0.70034,0.96902,0.48003,0.96993,6.0095e-05,6.0095e-05,6.0095e-05
152,754.059,0.96434,0.6023,1.10096,0.91258,0.89335,0.94373,0.70746,0.94971,0.47555,0.96576,5.97023e-05,5.97023e-05,5.97023e-05
153,759.634,0.95805,0.62953,1.11187,0.90201,0.89837,0.94467,0.71526,0.91513,0.4671,0.95521,5.93096e-05,5.93096e-05,5.93096e-05
154,764.926,0.94516,0.59487,1.07648,0.90756,0.90098,0.94476,0.71673,0.91455,0.47193,0.95594,5.89169e-05,5.89169e-05,5.89169e-05
155,770.037,0.94228,0.60921,1.08238,0.90817,0.89515,0.94675,0.71769,0.9232,0.46949,0.95995,5.85242e-05,5.85242e-05,5.85242e-05
156,775.175,0.96001,0.634,1.10357,0.90272,0.89666,0.94654,0.72827,0.88857,0.45913,0.94785,5.81315e-05,5.81315e-05,5.81315e-05
157,780.555,0.96507,0.61851,1.10237,0.91895,0.89152,0.94753,0.72723,0.87823,0.45771,0.94788,5.77388e-05,5.77388e-05,5.77388e-05
158,785.706,0.97234,0.63408,1.09188,0.88077,0.91307,0.9434,0.72965,0.86862,0.45571,0.94567,5.73461e-05,5.73461e-05,5.73461e-05
159,790.915,0.97185,0.61068,1.08736,0.87616,0.91477,0.94266,0.73284,0.87858,0.46043,0.94683,5.69534e-05,5.69534e-05,5.69534e-05
160,796.111,0.94215,0.62263,1.11129,0.93143,0.87482,0.94391,0.73598,0.87632,0.45364,0.94468,5.65607e-05,5.65607e-05,5.65607e-05
161,801.275,0.94578,0.61569,1.08098,0.89767,0.89515,0.94215,0.73572,0.87792,0.454,0.94296,5.6168e-05,5.6168e-05,5.6168e-05
162,806.416,0.94081,0.59786,1.09582,0.90302,0.90494,0.9433,0.74164,0.87409,0.45143,0.94172,5.57753e-05,5.57753e-05,5.57753e-05
163,811.494,0.97361,0.61981,1.10718,0.89673,0.91105,0.94786,0.74235,0.86894,0.44729,0.94286,5.53826e-05,5.53826e-05,5.53826e-05
164,817.163,0.96914,0.61943,1.05928,0.90545,0.90423,0.94714,0.73663,0.87554,0.44629,0.94729,5.49899e-05,5.49899e-05,5.49899e-05
165,823.735,0.97551,0.60664,1.0921,0.92151,0.89517,0.94344,0.7332,0.88765,0.44828,0.95367,5.45972e-05,5.45972e-05,5.45972e-05
166,830.886,0.94734,0.62581,1.08871,0.91814,0.89499,0.94685,0.72968,0.90187,0.45074,0.96086,5.42045e-05,5.42045e-05,5.42045e-05
167,837.816,0.92534,0.60488,1.09655,0.91125,0.88976,0.94894,0.72386,0.90797,0.45374,0.96812,5.38118e-05,5.38118e-05,5.38118e-05
168,844.087,0.9496,0.6259,1.08493,0.91758,0.88843,0.9476,0.71934,0.92552,0.45622,0.97632,5.34191e-05,5.34191e-05,5.34191e-05
169,849.657,0.98489,0.60882,1.09838,0.91448,0.88765,0.94931,0.71927,0.91635,0.45489,0.9739,5.30264e-05,5.30264e-05,5.30264e-05
170,855.416,0.91599,0.58674,1.10684,0.92319,0.87932,0.95072,0.72192,0.91372,0.45833,0.97086,5.26337e-05,5.26337e-05,5.26337e-05
171,860.158,0.94482,0.5991,1.06176,0.91256,0.88598,0.94804,0.7276,0.89561,0.45494,0.96278,5.2241e-05,5.2241e-05,5.2241e-05
172,864.972,0.95274,0.61736,1.08993,0.89774,0.89691,0.94827,0.72533,0.88648,0.45546,0.95726,5.18483e-05,5.18483e-05,5.18483e-05
173,869.704,0.95825,0.61736,1.09944,0.88981,0.89199,0.94568,0.72651,0.88246,0.45648,0.95368,5.14556e-05,5.14556e-05,5.14556e-05
174,874.719,0.96591,0.62312,1.07899,0.87598,0.90001,0.94691,0.71571,0.91536,0.46456,0.96339,5.10629e-05,5.10629e-05,5.10629e-05
175,879.862,0.9512,0.6081,1.08644,0.90368,0.89501,0.94969,0.71412,0.92158,0.46559,0.96679,5.06702e-05,5.06702e-05,5.06702e-05
