epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,156.23,1.25252,1.15751,1.37076,0.82057,0.76531,0.8554,0.5483,1.40855,0.85195,1.32681,0.000114288,0.000114288,0.000114288
14,166.828,1.31978,1.15558,1.39675,0.79113,0.80226,0.84874,0.55901,1.29299,0.8322,1.27636,0.000113895,0.000113895,0.000113895
15,177.296,1.27603,1.07706,1.38244,0.79744,0.82166,0.86938,0.56639,1.29671,0.8004,1.28872,0.000113502,0.000113502,0.000113502
16,187.882,1.25655,1.0708,1.38376,0.79649,0.82868,0.86869,0.57728,1.28887,0.79546,1.27171,0.00011311,0.00011311,0.00011311
17,198.497,1.26917,1.02946,1.36578,0.78832,0.83788,0.87085,0.59154,1.24076,0.79446,1.24626,0.000112717,0.000112717,0.000112717
18,209.677,1.20692,1.06265,1.34375,0.76624,0.84013,0.86542,0.58567,1.26007,0.80368,1.26003,0.000112324,0.000112324,0.000112324
19,220.866,1.23499,1.02551,1.38299,0.81957,0.83155,0.8648,0.57419,1.29279,0.80673,1.27486,0.000111931,0.000111931,0.000111931
20,232.928,1.21209,0.99834,1.32015,0.81417,0.84268,0.86671,0.59169,1.23269,0.78034,1.23628,0.000111539,0.000111539,0.000111539
21,246.655,1.24247,1.04605,1.3676,0.83313,0.84475,0.87136,0.59889,1.19734,0.73308,1.22388,0.000111146,0.000111146,0.000111146
22,260.554,1.2657,1.01473,1.39417,0.85704,0.83415,0.88187,0.5991,1.25129,0.74746,1.24904,0.000110753,0.000110753,0.000110753
23,274.188,1.21753,1.0207,1.37974,0.84756,0.84153,0.88324,0.57397,1.33644,0.78806,1.29135,0.000110361,0.000110361,0.000110361
24,285.134,1.20081,1.01387,1.35761,0.85626,0.82534,0.88393,0.58936,1.27504,0.78359,1.25747,0.000109968,0.000109968,0.000109968
25,295.872,1.19193,0.93291,1.36938,0.84522,0.83497,0.89087,0.60303,1.23077,0.74552,1.24203,0.000109575,0.000109575,0.000109575
26,306.992,1.21225,0.99673,1.38005,0.87043,0.84096,0.89371,0.59754,1.23152,0.71149,1.25027,0.000109183,0.000109183,0.000109183
27,317.778,1.15816,1.01825,1.36178,0.86196,0.84054,0.89245,0.59441,1.26897,0.74656,1.27173,0.00010879,0.00010879,0.00010879
28,328.176,1.19802,0.90638,1.31178,0.86465,0.83725,0.89556,0.59235,1.28398,0.73004,1.27987,0.000108397,0.000108397,0.000108397
29,338.285,1.20611,0.9728,1.36732,0.85443,0.83734,0.90158,0.61074,1.21052,0.70253,1.23313,0.000108004,0.000108004,0.000108004
30,348.376,1.15159,0.88656,1.32222,0.86082,0.83876,0.8964,0.59648,1.25069,0.70806,1.25348,0.000107612,0.000107612,0.000107612
31,358.653,1.20818,0.91374,1.33968,0.85509,0.84839,0.90079,0.60055,1.2753,0.7351,1.25243,0.000107219,0.000107219,0.000107219
32,368.7,1.15611,0.87864,1.35958,0.87445,0.82694,0.89963,0.60095,1.25877,0.75101,1.22502,0.000106826,0.000106826,0.000106826
33,378.98,1.19122,0.89152,1.33613,0.86449,0.83694,0.89888,0.62258,1.16657,0.70937,1.17667,0.000106434,0.000106434,0.000106434
34,391.807,1.17964,0.92069,1.32482,0.85939,0.85573,0.90436,0.6196,1.21958,0.69767,1.21551,0.000106041,0.000106041,0.000106041
35,404.213,1.17269,0.84123,1.28004,0.87721,0.85446,0.9004,0.61926,1.23023,0.69522,1.22326,0.000105648,0.000105648,0.000105648
36,416.652,1.17718,0.97662,1.33152,0.87408,0.86764,0.9056,0.6296,1.1899,0.69576,1.1858,0.000105256,0.000105256,0.000105256
37,429.722,1.19934,0.89933,1.34021,0.87092,0.84609,0.89858,0.5966,1.30338,0.73176,1.2418,0.000104863,0.000104863,0.000104863
38,440.599,1.1481,0.86412,1.29991,0.83886,0.86816,0.89937,0.59214,1.31735,0.73274,1.27526,0.00010447,0.00010447,0.00010447
39,453.486,1.18583,0.86418,1.31957,0.86239,0.86462,0.90624,0.64211,1.11101,0.67899,1.19098,0.000104077,0.000104077,0.000104077
40,466.862,1.11622,0.87389,1.29722,0.87423,0.86364,0.91845,0.64541,1.13731,0.67071,1.20071,0.000103685,0.000103685,0.000103685
41,480.193,1.1005,0.85055,1.29162,0.88184,0.86221,0.92085,0.63959,1.18421,0.65297,1.20766,0.000103292,0.000103292,0.000103292
42,493.399,1.12358,0.78336,1.25046,0.88094,0.86364,0.91196,0.61884,1.24655,0.68174,1.23684,0.000102899,0.000102899,0.000102899
43,506.84,1.14732,0.84844,1.2929,0.87349,0.8704,0.90928,0.62349,1.18401,0.68395,1.19682,0.000102507,0.000102507,0.000102507
44,520.013,1.13416,0.8234,1.30709,0.86779,0.87165,0.91923,0.63128,1.17708,0.68683,1.18186,0.000102114,0.000102114,0.000102114
45,533.291,1.0813,0.84534,1.29216,0.87331,0.87111,0.91586,0.63185,1.16581,0.68671,1.16481,0.000101721,0.000101721,0.000101721
46,546.449,1.08441,0.78943,1.2575,0.85648,0.87835,0.90955,0.63024,1.17189,0.71332,1.17761,0.000101329,0.000101329,0.000101329
47,559.781,1.13578,0.83896,1.27794,0.86805,0.88917,0.92302,0.64164,1.13418,0.66201,1.16756,0.000100936,0.000100936,0.000100936
48,573.051,1.11278,0.81712,1.29213,0.86619,0.8839,0.91936,0.61829,1.23933,0.66262,1.21456,0.000100543,0.000100543,0.000100543
49,586.492,1.12348,0.87095,1.26843,0.87859,0.88672,0.92593,0.62139,1.26089,0.64287,1.22663,0.00010015,0.00010015,0.00010015
50,599.52,1.09294,0.78908,1.23527,0.89833,0.87572,0.92922,0.65035,1.13765,0.62657,1.16706,9.97577e-05,9.97577e-05,9.97577e-05
51,610.184,1.07751,0.78861,1.26831,0.87961,0.88346,0.92776,0.65561,1.10009,0.65079,1.15253,9.9365e-05,9.9365e-05,9.9365e-05
52,620.859,1.11281,0.82422,1.28434,0.88733,0.8745,0.92697,0.64029,1.17736,0.64656,1.20852,9.89723e-05,9.89723e-05,9.89723e-05
53,631.304,1.13134,0.81728,1.30862,0.88559,0.89053,0.93068,0.63097,1.21376,0.63547,1.22019,9.85796e-05,9.85796e-05,9.85796e-05
54,641.675,1.09938,0.82761,1.25419,0.89575,0.88874,0.93023,0.64492,1.19517,0.6246,1.19785,9.81869e-05,9.81869e-05,9.81869e-05
55,652.077,1.09078,0.76004,1.25336,0.90941,0.88639,0.93877,0.66318,1.1376,0.59596,1.15585,9.77942e-05,9.77942e-05,9.77942e-05
56,662.348,1.05879,0.77544,1.26424,0.91727,0.87901,0.93724,0.66685,1.15087,0.61531,1.16652,9.74015e-05,9.74015e-05,9.74015e-05
57,672.661,1.05532,0.75956,1.24481,0.91128,0.88526,0.93523,0.65951,1.18226,0.62044,1.18137,9.70088e-05,9.70088e-05,9.70088e-05
58,683.087,1.13272,0.85443,1.3113,0.90721,0.8893,0.93574,0.6625,1.13082,0.61907,1.1542,9.66161e-05,9.66161e-05,9.66161e-05
59,693.443,1.05916,0.77021,1.27099,0.89871,0.9012,0.93768,0.65678,1.1444,0.62418,1.15932,9.62234e-05,9.62234e-05,9.62234e-05
60,703.743,1.11421,0.79208,1.31434,0.90946,0.89262,0.93903,0.66428,1.14662,0.64485,1.15045,9.58307e-05,9.58307e-05,9.58307e-05
61,714.176,1.06493,0.77528,1.25547,0.89424,0.90451,0.93687,0.64459,1.21568,0.66681,1.19451,9.5438e-05,9.5438e-05,9.5438e-05
62,724.824,1.08107,0.76946,1.25163,0.88093,0.9138,0.94049,0.66736,1.12384,0.61305,1.15185,9.50453e-05,9.50453e-05,9.50453e-05
63,735.171,1.06564,0.75693,1.24886,0.86108,0.91707,0.93768,0.6751,1.08255,0.58432,1.1244,9.46526e-05,9.46526e-05,9.46526e-05
64,745.498,1.07484,0.73675,1.25093,0.88683,0.90113,0.93646,0.6731,1.09926,0.56767,1.12097,9.42599e-05,9.42599e-05,9.42599e-05
65,755.895,1.04023,0.72568,1.24567,0.88638,0.90043,0.94039,0.66737,1.11809,0.57043,1.12895,9.38672e-05,9.38672e-05,9.38672e-05
66,766.434,1.0438,0.70262,1.21182,0.90231,0.88658,0.94276,0.66985,1.10011,0.57306,1.12375,9.34745e-05,9.34745e-05,9.34745e-05
67,776.828,1.10165,0.7837,1.29428,0.89407,0.89477,0.94085,0.67053,1.09222,0.584,1.12823,9.30818e-05,9.30818e-05,9.30818e-05
68,787.243,1.10419,0.76414,1.29103,0.89929,0.88873,0.94248,0.66203,1.11953,0.59474,1.14229,9.26891e-05,9.26891e-05,9.26891e-05
69,798.299,1.13356,0.81412,1.27897,0.89098,0.89206,0.94338,0.66191,1.12505,0.59335,1.14539,9.22964e-05,9.22964e-05,9.22964e-05
70,808.623,1.04728,0.77791,1.27357,0.90347,0.88658,0.94153,0.68098,1.08038,0.57856,1.12486,9.19037e-05,9.19037e-05,9.19037e-05
71,818.865,1.05641,0.71942,1.2303,0.89068,0.89974,0.94404,0.69679,1.03928,0.56058,1.09847,9.1511e-05,9.1511e-05,9.1511e-05
72,829.173,1.04316,0.73593,1.25654,0.87247,0.91701,0.94283,0.69889,1.00414,0.53729,1.08272,9.11183e-05,9.11183e-05,9.11183e-05
73,840.319,1.03555,0.70007,1.25623,0.88817,0.91588,0.94626,0.69344,1.02337,0.5333,1.1008,9.07256e-05,9.07256e-05,9.07256e-05
74,850.803,1.03139,0.70687,1.19024,0.87887,0.91921,0.94576,0.69374,1.0421,0.53143,1.10692,9.03329e-05,9.03329e-05,9.03329e-05
75,861.238,1.03904,0.7061,1.26113,0.86666,0.92007,0.94608,0.68602,1.07694,0.5384,1.11827,8.99402e-05,8.99402e-05,8.99402e-05
76,871.526,1.05568,0.72079,1.25033,0.90678,0.90222,0.94597,0.70218,0.99848,0.51347,1.07612,8.95475e-05,8.95475e-05,8.95475e-05
77,882.245,1.02913,0.67074,1.23901,0.90936,0.90113,0.94653,0.71034,0.97364,0.50425,1.06304,8.91548e-05,8.91548e-05,8.91548e-05
78,892.875,1.04133,0.73993,1.24495,0.9153,0.89975,0.94736,0.70617,0.95706,0.49863,1.05556,8.87621e-05,8.87621e-05,8.87621e-05
79,903.195,1.06014,0.67912,1.2217,0.90785,0.90189,0.94408,0.7124,0.92085,0.5032,1.04214,8.83694e-05,8.83694e-05,8.83694e-05
80,913.5,1.07188,0.73147,1.24817,0.91423,0.89964,0.94555,0.69842,0.99601,0.53038,1.08019,8.79767e-05,8.79767e-05,8.79767e-05
81,923.918,0.9951,0.6937,1.18457,0.9301,0.89459,0.94452,0.70295,0.97387,0.52582,1.07219,8.7584e-05,8.7584e-05,8.7584e-05
82,934.153,1.02759,0.70193,1.23271,0.91983,0.89614,0.94828,0.73601,0.84087,0.48059,1.01633,8.71913e-05,8.71913e-05,8.71913e-05
83,944.581,1.04859,0.67717,1.2386,0.92331,0.89041,0.94985,0.71184,0.93918,0.48463,1.05978,8.67986e-05,8.67986e-05,8.67986e-05
84,954.817,1.04082,0.70906,1.22106,0.92986,0.89992,0.95427,0.6932,1.04216,0.49936,1.1033,8.64059e-05,8.64059e-05,8.64059e-05
85,965.341,1.05182,0.73436,1.22489,0.92017,0.91317,0.95427,0.70892,0.98385,0.49279,1.06593,8.60132e-05,8.60132e-05,8.60132e-05
86,975.662,1.01911,0.69969,1.23096,0.90586,0.92011,0.95333,0.72509,0.93098,0.48808,1.04381,8.56205e-05,8.56205e-05,8.56205e-05
87,985.913,1.00052,0.65926,1.2018,0.91034,0.91188,0.95283,0.72247,0.94379,0.49208,1.03793,8.52278e-05,8.52278e-05,8.52278e-05
88,996.103,1.00415,0.70491,1.20819,0.90024,0.91385,0.95083,0.71327,1.00793,0.49953,1.05126,8.48351e-05,8.48351e-05,8.48351e-05
89,1006.36,0.97981,0.65778,1.24014,0.90067,0.90441,0.95369,0.72572,0.96334,0.48905,1.03626,8.44424e-05,8.44424e-05,8.44424e-05
90,1017.1,0.97748,0.63513,1.17377,0.91658,0.90457,0.95346,0.72614,0.95483,0.49357,1.04793,8.40497e-05,8.40497e-05,8.40497e-05
91,1027.36,1.00662,0.68078,1.19648,0.92005,0.90515,0.95497,0.71624,0.98405,0.50872,1.08913,8.3657e-05,8.3657e-05,8.3657e-05
92,1037.56,1.01712,0.68822,1.21785,0.92115,0.90366,0.95527,0.71587,0.97223,0.50789,1.09877,8.32643e-05,8.32643e-05,8.32643e-05
93,1047.97,0.99407,0.65516,1.20201,0.92213,0.90321,0.95567,0.72546,0.91533,0.48389,1.06222,8.28716e-05,8.28716e-05,8.28716e-05
94,1058.23,0.99522,0.65703,1.17368,0.92371,0.89914,0.95335,0.72394,0.91976,0.47984,1.05201,8.24789e-05,8.24789e-05,8.24789e-05
95,1068.49,0.98393,0.65525,1.18472,0.92225,0.90212,0.95723,0.73354,0.90262,0.46844,1.0411,8.20862e-05,8.20862e-05,8.20862e-05
96,1078.66,0.98749,0.65184,1.18571,0.90759,0.91174,0.95186,0.70901,1.00026,0.49716,1.09798,8.16935e-05,8.16935e-05,8.16935e-05
97,1088.84,1.00595,0.66821,1.21295,0.88608,0.91792,0.95325,0.71871,0.97642,0.49473,1.07666,8.13008e-05,8.13008e-05,8.13008e-05
98,1099.39,0.97147,0.62024,1.1597,0.8962,0.91117,0.95524,0.74755,0.88206,0.47424,1.01719,8.09081e-05,8.09081e-05,8.09081e-05
99,1109.67,0.95907,0.62328,1.17375,0.91414,0.90201,0.95416,0.7462,0.87174,0.47497,1.00572,8.05154e-05,8.05154e-05,8.05154e-05
100,1119.8,0.95168,0.62459,1.18589,0.89186,0.92768,0.95758,0.71982,0.96686,0.48035,1.04408,8.01227e-05,8.01227e-05,8.01227e-05
101,1130.03,0.97442,0.63851,1.17219,0.90465,0.93728,0.96036,0.72306,0.9278,0.46763,1.0313,7.973e-05,7.973e-05,7.973e-05
102,1140.45,0.97081,0.62917,1.18823,0.92823,0.92545,0.95927,0.75134,0.78596,0.43382,0.97821,7.93373e-05,7.93373e-05,7.93373e-05
103,1150.77,0.96322,0.71581,1.22251,0.92518,0.92063,0.9577,0.74799,0.80725,0.4413,0.99362,7.89446e-05,7.89446e-05,7.89446e-05
104,1160.99,0.93341,0.63341,1.13841,0.92005,0.9216,0.95496,0.73153,0.85856,0.44878,1.01715,7.85519e-05,7.85519e-05,7.85519e-05
105,1171.99,0.97157,0.61405,1.19759,0.9127,0.91563,0.95497,0.7413,0.837,0.44419,1.00084,7.81592e-05,7.81592e-05,7.81592e-05
106,1186.14,0.92783,0.61841,1.17564,0.91095,0.91907,0.95929,0.73977,0.86945,0.44675,1.01268,7.77665e-05,7.77665e-05,7.77665e-05
107,1201.25,0.98562,0.65616,1.169,0.9076,0.92218,0.96007,0.75354,0.84062,0.44266,0.99878,7.73738e-05,7.73738e-05,7.73738e-05
108,1211.73,0.97632,0.64424,1.1981,0.92482,0.92106,0.96275,0.76691,0.81241,0.43377,0.98317,7.69811e-05,7.69811e-05,7.69811e-05
109,1222.05,0.97875,0.62873,1.16305,0.93025,0.9199,0.9628,0.76607,0.83619,0.44011,0.99707,7.65884e-05,7.65884e-05,7.65884e-05
110,1232.47,0.95999,0.61121,1.18232,0.92211,0.9196,0.96084,0.77141,0.81243,0.43818,0.98895,7.61957e-05,7.61957e-05,7.61957e-05
111,1242.88,0.90421,0.59206,1.17125,0.92252,0.92042,0.95912,0.76831,0.80165,0.43114,0.97765,7.5803e-05,7.5803e-05,7.5803e-05
112,1253.02,0.95335,0.58848,1.1524,0.92082,0.92305,0.96258,0.75475,0.85602,0.43949,0.99295,7.54103e-05,7.54103e-05,7.54103e-05
113,1263.34,0.93062,0.59868,1.15577,0.92575,0.92859,0.96366,0.75089,0.83918,0.43109,0.98928,7.50176e-05,7.50176e-05,7.50176e-05
114,1273.98,0.96902,0.61956,1.15831,0.93413,0.92325,0.96317,0.75996,0.79482,0.42698,0.96877,7.46249e-05,7.46249e-05,7.46249e-05
115,1284.28,0.94261,0.62378,1.19223,0.9265,0.9241,0.9608,0.76047,0.78441,0.42398,0.96085,7.42322e-05,7.42322e-05,7.42322e-05
116,1294.48,0.92721,0.59964,1.16585,0.91595,0.91958,0.95943,0.76103,0.79244,0.42559,0.97099,7.38395e-05,7.38395e-05,7.38395e-05
117,1304.96,0.97156,0.62649,1.1672,0.91992,0.92135,0.96117,0.76215,0.81254,0.43622,0.98706,7.34468e-05,7.34468e-05,7.34468e-05
118,1315.32,0.94069,0.60462,1.16649,0.91977,0.92081,0.96094,0.78081,0.74524,0.42331,0.9566,7.30541e-05,7.30541e-05,7.30541e-05
119,1325.72,0.94184,0.60549,1.15185,0.9129,0.91824,0.96039,0.78719,0.73388,0.42414,0.94861,7.26614e-05,7.26614e-05,7.26614e-05
120,1336.25,0.95145,0.64436,1.20603,0.91484,0.92609,0.96122,0.76577,0.80825,0.43551,0.97195,7.22687e-05,7.22687e-05,7.22687e-05
121,1346.96,0.95309,0.62345,1.17274,0.9125,0.92774,0.96055,0.75718,0.85408,0.44394,0.98922,7.1876e-05,7.1876e-05,7.1876e-05
122,1357.52,0.9514,0.62661,1.16632,0.93007,0.91281,0.95943,0.78096,0.7589,0.41738,0.96022,7.14833e-05,7.14833e-05,7.14833e-05
123,1367.83,0.92077,0.57559,1.17716,0.93021,0.91958,0.9589,0.78114,0.73847,0.41782,0.95647,7.10906e-05,7.10906e-05,7.10906e-05
124,1378.1,0.95341,0.63828,1.18409,0.93298,0.9197,0.96333,0.76192,0.81576,0.42306,0.98977,7.06979e-05,7.06979e-05,7.06979e-05
125,1388.48,0.95215,0.59053,1.16798,0.92685,0.91465,0.96117,0.74104,0.87819,0.42824,1.00765,7.03052e-05,7.03052e-05,7.03052e-05
126,1398.86,0.93826,0.6346,1.18825,0.92777,0.91767,0.96154,0.76209,0.80688,0.40823,0.97344,6.99125e-05,6.99125e-05,6.99125e-05
127,1409.24,0.91741,0.60359,1.1466,0.92869,0.92003,0.96122,0.77478,0.75615,0.40343,0.9558,6.95198e-05,6.95198e-05,6.95198e-05
128,1419.59,0.93344,0.58682,1.17987,0.93607,0.92059,0.96209,0.77289,0.76914,0.4054,0.9663,6.91271e-05,6.91271e-05,6.91271e-05
129,1430.17,0.93257,0.61601,1.14557,0.92857,0.92614,0.96276,0.75684,0.82177,0.42217,0.99397,6.87344e-05,6.87344e-05,6.87344e-05
130,1440.67,0.9344,0.58993,1.15648,0.92499,0.92584,0.96377,0.7758,0.76308,0.40368,0.97586,6.83417e-05,6.83417e-05,6.83417e-05
131,1450.97,0.93218,0.62481,1.2076,0.92175,0.92222,0.96231,0.79402,0.71806,0.39149,0.95424,6.7949e-05,6.7949e-05,6.7949e-05
132,1461.4,0.9085,0.57876,1.13693,0.92495,0.92193,0.96313,0.79028,0.75541,0.40588,0.96336,6.75563e-05,6.75563e-05,6.75563e-05
133,1471.68,0.92073,0.6028,1.15418,0.9256,0.92812,0.96424,0.75663,0.87597,0.42377,1.00551,6.71636e-05,6.71636e-05,6.71636e-05
134,1481.99,0.90834,0.59229,1.15623,0.92755,0.92534,0.96275,0.76184,0.85985,0.42332,1.0005,6.67709e-05,6.67709e-05,6.67709e-05
135,1492.91,0.90053,0.57022,1.16026,0.9312,0.92254,0.9624,0.78573,0.74492,0.41226,0.96138,6.63782e-05,6.63782e-05,6.63782e-05
136,1503.31,0.91218,0.58475,1.16905,0.9213,0.92354,0.96044,0.78793,0.73076,0.40905,0.95739,6.59855e-05,6.59855e-05,6.59855e-05
137,1513.84,0.90797,0.59779,1.17752,0.92821,0.92431,0.96302,0.77799,0.77718,0.41569,0.97175,6.55928e-05,6.55928e-05,6.55928e-05
138,1524.2,0.92476,0.6244,1.18404,0.9365,0.91812,0.96237,0.76836,0.81945,0.4237,0.97693,6.52001e-05,6.52001e-05,6.52001e-05
139,1534.65,0.90458,0.57988,1.15937,0.93428,0.92904,0.96284,0.77702,0.76849,0.41684,0.95475,6.48074e-05,6.48074e-05,6.48074e-05
140,1545.45,0.91836,0.57998,1.16357,0.92723,0.92524,0.96172,0.77842,0.74686,0.41515,0.94832,6.44147e-05,6.44147e-05,6.44147e-05
141,1556.59,0.91797,0.56338,1.14997,0.93134,0.92534,0.96295,0.76047,0.80828,0.42573,0.97405,6.4022e-05,6.4022e-05,6.4022e-05
142,1569.56,0.87053,0.53197,1.10746,0.9295,0.92146,0.96167,0.74732,0.83231,0.42747,0.99349,6.36293e-05,6.36293e-05,6.36293e-05
143,1582.66,0.8588,0.54505,1.12848,0.92534,0.92899,0.96174,0.7647,0.7793,0.41769,0.97481,6.32366e-05,6.32366e-05,6.32366e-05
144,1595.43,0.89335,0.56473,1.19195,0.91691,0.92871,0.96072,0.77127,0.77641,0.4214,0.9688,6.28439e-05,6.28439e-05,6.28439e-05
145,1605.87,0.93404,0.58418,1.1656,0.92221,0.9269,0.96579,0.7673,0.80306,0.42409,0.97451,6.24512e-05,6.24512e-05,6.24512e-05
146,1616.05,0.88567,0.56414,1.11924,0.91453,0.93238,0.96591,0.77449,0.78231,0.41897,0.96233,6.20585e-05,6.20585e-05,6.20585e-05
147,1626.14,0.89641,0.55957,1.15947,0.91942,0.92401,0.96501,0.79523,0.69865,0.39564,0.93152,6.16658e-05,6.16658e-05,6.16658e-05
148,1636.44,0.87935,0.53391,1.12859,0.92973,0.9168,0.96639,0.79154,0.6997,0.39507,0.93739,6.12731e-05,6.12731e-05,6.12731e-05
149,1646.53,0.86574,0.58028,1.16995,0.93792,0.91765,0.96809,0.78939,0.71049,0.39015,0.94848,6.08804e-05,6.08804e-05,6.08804e-05
150,1656.22,0.90498,0.59598,1.15752,0.94625,0.91467,0.96515,0.79488,0.69917,0.39136,0.94605,6.04877e-05,6.04877e-05,6.04877e-05
151,1665.93,0.90598,0.57501,1.16254,0.94031,0.92214,0.96471,0.80068,0.68834,0.39131,0.93926,6.0095e-05,6.0095e-05,6.0095e-05
152,1676.15,0.91754,0.58739,1.19648,0.93084,0.92788,0.96537,0.78964,0.72545,0.39771,0.95098,5.97023e-05,5.97023e-05,5.97023e-05
153,1686.35,0.90678,0.61433,1.19221,0.932,0.92868,0.96601,0.78491,0.74401,0.40178,0.95515,5.93096e-05,5.93096e-05,5.93096e-05
154,1696.83,0.86771,0.54614,1.11868,0.92106,0.9297,0.96345,0.78476,0.74652,0.39867,0.95163,5.89169e-05,5.89169e-05,5.89169e-05
155,1707.29,0.86631,0.52993,1.09335,0.91143,0.934,0.96548,0.78843,0.72161,0.38886,0.9416,5.85242e-05,5.85242e-05,5.85242e-05
156,1717.57,0.88397,0.5842,1.1395,0.93101,0.93085,0.96795,0.7896,0.71816,0.37868,0.93318,5.81315e-05,5.81315e-05,5.81315e-05
157,1728.04,0.88369,0.5641,1.10615,0.93346,0.93823,0.96801,0.78253,0.76049,0.38354,0.94217,5.77388e-05,5.77388e-05,5.77388e-05
158,1738.55,0.84772,0.53727,1.12342,0.93723,0.93697,0.96754,0.78665,0.75376,0.38795,0.93864,5.73461e-05,5.73461e-05,5.73461e-05
159,1749.54,0.87657,0.54751,1.11093,0.94103,0.9374,0.96644,0.79115,0.70935,0.37952,0.92665,5.69534e-05,5.69534e-05,5.69534e-05
160,1762.94,0.89404,0.59167,1.14464,0.93111,0.93767,0.96729,0.79363,0.70157,0.37794,0.93076,5.65607e-05,5.65607e-05,5.65607e-05
161,1775.15,0.84112,0.52898,1.12755,0.93275,0.93174,0.96819,0.79435,0.71347,0.37905,0.94013,5.6168e-05,5.6168e-05,5.6168e-05
162,1785.66,0.88909,0.52795,1.12946,0.93569,0.92693,0.96768,0.79085,0.73038,0.37736,0.94737,5.57753e-05,5.57753e-05,5.57753e-05
163,1796.52,0.94395,0.58176,1.15763,0.94069,0.92617,0.97,0.7975,0.6972,0.37095,0.93471,5.53826e-05,5.53826e-05,5.53826e-05
164,1807.37,0.83961,0.52581,1.09351,0.93693,0.93105,0.96977,0.8001,0.69411,0.37389,0.92923,5.49899e-05,5.49899e-05,5.49899e-05
165,1817.79,0.86313,0.50928,1.12232,0.92923,0.93473,0.96824,0.79634,0.68471,0.36928,0.92303,5.45972e-05,5.45972e-05,5.45972e-05
166,1831.53,0.87234,0.5671,1.15874,0.92905,0.93558,0.9692,0.79392,0.69843,0.36631,0.92465,5.42045e-05,5.42045e-05,5.42045e-05
167,1845.7,0.85444,0.54866,1.13216,0.92677,0.94242,0.97155,0.79917,0.68254,0.35755,0.92082,5.38118e-05,5.38118e-05,5.38118e-05
168,1859.4,0.8558,0.52497,1.1121,0.93424,0.93411,0.97077,0.80384,0.68129,0.35864,0.92687,5.34191e-05,5.34191e-05,5.34191e-05
169,1873.14,0.89917,0.54731,1.15124,0.9399,0.93506,0.97241,0.80233,0.68867,0.35952,0.93094,5.30264e-05,5.30264e-05,5.30264e-05
170,1883.45,0.87936,0.56375,1.13331,0.94383,0.93473,0.97144,0.79545,0.72092,0.36481,0.93451,5.26337e-05,5.26337e-05,5.26337e-05
171,1893.94,0.86399,0.51707,1.10198,0.94803,0.93647,0.97227,0.79283,0.73484,0.36725,0.93511,5.2241e-05,5.2241e-05,5.2241e-05
172,1904.39,0.89215,0.55095,1.13251,0.94283,0.93453,0.97468,0.79886,0.71022,0.36365,0.92705,5.18483e-05,5.18483e-05,5.18483e-05
173,1915.05,0.85121,0.51802,1.10062,0.9392,0.93708,0.97614,0.80664,0.67807,0.35364,0.91795,5.14556e-05,5.14556e-05,5.14556e-05
174,1925.52,0.87413,0.53533,1.14956,0.94625,0.93435,0.9771,0.80186,0.69561,0.353,0.92495,5.10629e-05,5.10629e-05,5.10629e-05
